County,County Name,Precinct,Congressional,Legislative,Office Name,Early Votes For,Early Votes Against,Election Night Votes For,Election Night Votes Against,Mail-In Ballot 1 Votes For,Mail-In Ballot 1 Votes Against,Provisional Votes For,Provisional Votes Against,Mail-In Ballot 2 Votes For,Mail-In Ballot 2 Votes Against,Early Votes,Election Night Votes,Mail-In Ballot 1 Votes,Provisional Votes,Mail-In Ballot 2 Votes
03,Baltimore City,009-002,07,43A,State's Attorney,39,NA,132,NA,78,NA,21,NA,25,NA,39,132,78,21,25
03,Baltimore City,009-002,07,43A,U.S. Congress,42,NA,142,NA,80,NA,26,NA,28,NA,42,142,80,26,28
03,Baltimore City,009-002,07,43A,U.S. Senator,40,NA,143,NA,81,NA,26,NA,28,NA,40,143,81,26,28
03,Baltimore City,009-003,07,43A,Attorney General,59,NA,282,NA,107,NA,34,NA,59,NA,59,282,107,34,59
03,Baltimore City,009-003,07,43A,Board of Ed at Large,100,NA,419,NA,156,NA,45,NA,87,NA,100,419,156,45,87
03,Baltimore City,009-003,07,43A,Clerk Circuit Court,57,NA,245,NA,87,NA,28,NA,39,NA,57,245,87,28,39
03,Baltimore City,009-003,07,43A,Comptroller,61,NA,281,NA,105,NA,33,NA,55,NA,61,281,105,33,55
03,Baltimore City,009-003,07,43A,Governor / Lt. Governor,60,NA,288,NA,107,NA,36,NA,59,NA,60,288,107,36,59
03,Baltimore City,009-003,07,43A,House of Delegates,107,NA,474,NA,194,NA,45,NA,101,NA,107,474,194,45,101
03,Baltimore City,009-003,07,43A,Judge Circuit Court,161,NA,585,NA,236,NA,60,NA,84,NA,161,585,236,60,84
03,Baltimore City,009-003,07,43A,Judge Orphans' Court,153,NA,557,NA,228,NA,63,NA,92,NA,153,557,228,63,92
03,Baltimore City,009-003,07,43A,Judge Spec Appeal at Lg,89,10,328,123,122,42,36,12,47,15,99,451,164,48,62
03,Baltimore City,009-003,07,43A,Register of Wills,56,NA,244,NA,89,NA,28,NA,40,NA,56,244,89,28,40
03,Baltimore City,009-003,07,43A,Sheriff,53,NA,243,NA,92,NA,26,NA,38,NA,53,243,92,26,38
03,Baltimore City,009-003,07,43A,State Senator,59,NA,281,NA,105,NA,31,NA,57,NA,59,281,105,31,57
03,Baltimore City,009-003,07,43A,State's Attorney,58,NA,265,NA,99,NA,27,NA,47,NA,58,265,99,27,47
03,Baltimore City,009-003,07,43A,U.S. Congress,61,NA,279,NA,109,NA,35,NA,58,NA,61,279,109,35,58
03,Baltimore City,009-003,07,43A,U.S. Senator,59,NA,281,NA,107,NA,35,NA,57,NA,59,281,107,35,57
03,Baltimore City,009-004,07,43A,Attorney General,185,NA,489,NA,297,NA,22,NA,107,NA,185,489,297,22,107
03,Baltimore City,009-004,07,43A,Board of Ed at Large,298,NA,685,NA,449,NA,28,NA,162,NA,298,685,449,28,162
03,Baltimore City,009-004,07,43A,Clerk Circuit Court,163,NA,394,NA,255,NA,17,NA,81,NA,163,394,255,17,81
03,Baltimore City,009-004,07,43A,Comptroller,184,NA,489,NA,298,NA,22,NA,110,NA,184,489,298,22,110
03,Baltimore City,009-004,07,43A,Governor / Lt. Governor,185,NA,493,NA,295,NA,22,NA,109,NA,185,493,295,22,109
03,Baltimore City,009-004,07,43A,House of Delegates,329,NA,855,NA,545,NA,28,NA,198,NA,329,855,545,28,198
03,Baltimore City,009-004,07,43A,Judge Circuit Court,446,NA,1030,NA,754,NA,48,NA,233,NA,446,1030,754,48,233
03,Baltimore City,009-004,07,43A,Judge Orphans' Court,392,NA,942,NA,674,NA,47,NA,214,NA,392,942,674,47,214
03,Baltimore City,009-004,07,43A,Judge Spec Appeal at Lg,227,65,546,159,424,57,21,3,115,24,292,705,481,24,139
03,Baltimore City,009-004,07,43A,Register of Wills,163,NA,398,NA,262,NA,18,NA,83,NA,163,398,262,18,83
03,Baltimore City,009-004,07,43A,Sheriff,160,NA,401,NA,261,NA,17,NA,87,NA,160,401,261,17,87
03,Baltimore City,009-004,07,43A,State Senator,182,NA,488,NA,296,NA,19,NA,108,NA,182,488,296,19,108
03,Baltimore City,009-004,07,43A,State's Attorney,175,NA,445,NA,291,NA,16,NA,94,NA,175,445,291,16,94
03,Baltimore City,009-004,07,43A,U.S. Congress,184,NA,488,NA,302,NA,22,NA,108,NA,184,488,302,22,108
03,Baltimore City,009-004,07,43A,U.S. Senator,185,NA,486,NA,292,NA,22,NA,110,NA,185,486,292,22,110
03,Baltimore City,009-005,07,43A,Attorney General,172,NA,254,NA,221,NA,39,NA,86,NA,172,254,221,39,86
03,Baltimore City,009-005,07,43A,Board of Ed at Large,302,NA,355,NA,326,NA,60,NA,127,NA,302,355,326,60,127
03,Baltimore City,009-005,07,43A,Clerk Circuit Court,156,NA,207,NA,189,NA,33,NA,68,NA,156,207,189,33,68
03,Baltimore City,009-005,07,43A,Comptroller,168,NA,253,NA,221,NA,39,NA,90,NA,168,253,221,39,90
03,Baltimore City,009-005,07,43A,Governor / Lt. Governor,174,NA,259,NA,218,NA,39,NA,89,NA,174,259,218,39,89
03,Baltimore City,009-005,07,43A,House of Delegates,311,NA,435,NA,395,NA,68,NA,165,NA,311,435,395,68,165
03,Baltimore City,009-005,07,43A,Judge Circuit Court,474,NA,587,NA,539,NA,100,NA,187,NA,474,587,539,100,187
03,Baltimore City,009-005,07,43A,Judge Orphans' Court,420,NA,524,NA,488,NA,81,NA,165,NA,420,524,488,81,165
03,Baltimore City,009-005,07,43A,Judge Spec Appeal at Lg,259,39,315,77,298,42,47,20,89,13,298,392,340,67,102
03,Baltimore City,009-005,07,43A,Register of Wills,159,NA,207,NA,191,NA,33,NA,70,NA,159,207,191,33,70
03,Baltimore City,009-005,07,43A,Sheriff,157,NA,207,NA,199,NA,33,NA,75,NA,157,207,199,33,75
03,Baltimore City,009-005,07,43A,State Senator,170,NA,248,NA,213,NA,36,NA,86,NA,170,248,213,36,86
03,Baltimore City,009-005,07,43A,State's Attorney,162,NA,230,NA,206,NA,35,NA,81,NA,162,230,206,35,81
03,Baltimore City,009-005,07,43A,U.S. Congress,171,NA,255,NA,221,NA,38,NA,89,NA,171,255,221,38,89
03,Baltimore City,009-005,07,43A,U.S. Senator,171,NA,252,NA,219,NA,38,NA,87,NA,171,252,219,38,87
03,Baltimore City,009-006,07,43A,Attorney General,218,NA,503,NA,255,NA,27,NA,58,NA,218,503,255,27,58
03,Baltimore City,009-006,07,43A,Board of Ed at Large,347,NA,770,NA,401,NA,34,NA,86,NA,347,770,401,34,86
03,Baltimore City,009-006,07,43A,Clerk Circuit Court,200,NA,450,NA,245,NA,22,NA,52,NA,200,450,245,22,52
03,Baltimore City,009-006,07,43A,Comptroller,221,NA,504,NA,256,NA,27,NA,58,NA,221,504,256,27,58
03,Baltimore City,009-006,07,43A,Governor / Lt. Governor,222,NA,498,NA,247,NA,26,NA,57,NA,222,498,247,26,57
03,Baltimore City,009-006,07,43A,House of Delegates,385,NA,837,NA,454,NA,31,NA,109,NA,385,837,454,31,109
03,Baltimore City,009-006,07,43A,Judge Circuit Court,574,NA,1223,NA,702,NA,59,NA,159,NA,574,1223,702,59,159
03,Baltimore City,009-006,07,43A,Judge Orphans' Court,500,NA,1100,NA,626,NA,47,NA,136,NA,500,1100,626,47,136
03,Baltimore City,009-006,07,43A,Judge Spec Appeal at Lg,313,60,670,202,405,44,28,12,79,10,373,872,449,40,89
03,Baltimore City,009-006,07,43A,Register of Wills,206,NA,454,NA,243,NA,22,NA,51,NA,206,454,243,22,51
03,Baltimore City,009-006,07,43A,Sheriff,200,NA,444,NA,234,NA,20,NA,51,NA,200,444,234,20,51
03,Baltimore City,009-006,07,43A,State Senator,211,NA,497,NA,254,NA,17,NA,57,NA,211,497,254,17,57
03,Baltimore City,009-006,07,43A,State's Attorney,210,NA,477,NA,245,NA,25,NA,55,NA,210,477,245,25,55
03,Baltimore City,009-006,07,43A,U.S. Congress,222,NA,503,NA,255,NA,26,NA,57,NA,222,503,255,26,57
03,Baltimore City,009-006,07,43A,U.S. Senator,219,NA,503,NA,256,NA,27,NA,58,NA,219,503,256,27,58
03,Baltimore City,009-007,07,45,Attorney General,53,NA,151,NA,84,NA,12,NA,38,NA,53,151,84,12,38
03,Baltimore City,009-007,07,45,Board of Ed at Large,69,NA,215,NA,112,NA,15,NA,54,NA,69,215,112,15,54
03,Baltimore City,009-007,07,45,Clerk Circuit Court,43,NA,133,NA,69,NA,9,NA,31,NA,43,133,69,9,31
03,Baltimore City,009-007,07,45,Comptroller,53,NA,151,NA,86,NA,12,NA,37,NA,53,151,86,12,37
03,Baltimore City,009-007,07,45,Governor / Lt. Governor,52,NA,150,NA,81,NA,11,NA,39,NA,52,150,81,11,39
03,Baltimore City,009-007,07,45,House of Delegates,140,NA,343,NA,207,NA,13,NA,92,NA,140,343,207,13,92
03,Baltimore City,009-007,07,45,Judge Circuit Court,125,NA,329,NA,186,NA,26,NA,80,NA,125,329,186,26,80
03,Baltimore City,009-007,07,45,Judge Orphans' Court,113,NA,302,NA,204,NA,24,NA,76,NA,113,302,204,24,76
03,Baltimore City,009-007,07,45,Judge Spec Appeal at Lg,58,19,185,56,106,23,15,3,43,12,77,241,129,18,55
03,Baltimore City,009-007,07,45,Register of Wills,44,NA,135,NA,74,NA,10,NA,32,NA,44,135,74,10,32
03,Baltimore City,009-007,07,45,Sheriff,41,NA,133,NA,69,NA,10,NA,31,NA,41,133,69,10,31
03,Baltimore City,009-007,07,45,State Senator,47,NA,144,NA,79,NA,6,NA,35,NA,47,144,79,6,35
03,Baltimore City,009-007,07,45,State's Attorney,46,NA,142,NA,80,NA,10,NA,32,NA,46,142,80,10,32
03,Baltimore City,009-007,07,45,U.S. Congress,52,NA,150,NA,85,NA,12,NA,38,NA,52,150,85,12,38
03,Baltimore City,009-007,07,45,U.S. Senator,53,NA,151,NA,85,NA,12,NA,39,NA,53,151,85,12,39
03,Baltimore City,009-008,07,45,Attorney General,62,NA,149,NA,80,NA,27,NA,13,NA,62,149,80,27,13
03,Baltimore City,009-008,07,45,Board of Ed at Large,96,NA,223,NA,118,NA,30,NA,24,NA,96,223,118,30,24
03,Baltimore City,009-008,07,45,Clerk Circuit Court,60,NA,134,NA,75,NA,19,NA,13,NA,60,134,75,19,13
03,Baltimore City,009-008,07,45,Comptroller,60,NA,149,NA,79,NA,27,NA,13,NA,60,149,79,27,13
03,Baltimore City,009-008,07,45,Governor / Lt. Governor,60,NA,152,NA,77,NA,27,NA,12,NA,60,152,77,27,12
03,Baltimore City,009-008,07,45,House of Delegates,162,NA,353,NA,191,NA,31,NA,35,NA,162,353,191,31,35
03,Baltimore City,009-008,07,45,Judge Circuit Court,171,NA,347,NA,182,NA,45,NA,45,NA,171,347,182,45,45
03,Baltimore City,009-008,07,45,Judge Orphans' Court,150,NA,296,NA,175,NA,36,NA,33,NA,150,296,175,36,33
03,Baltimore City,009-008,07,45,Judge Spec Appeal at Lg,93,18,172,96,101,38,32,10,20,6,111,268,139,42,26
03,Baltimore City,009-008,07,45,Register of Wills,60,NA,133,NA,78,NA,19,NA,13,NA,60,133,78,19,13
03,Baltimore City,009-008,07,45,Sheriff,59,NA,131,NA,71,NA,18,NA,13,NA,59,131,71,18,13
03,Baltimore City,009-008,07,45,State Senator,61,NA,137,NA,77,NA,15,NA,11,NA,61,137,77,15,11
03,Baltimore City,009-008,07,45,State's Attorney,61,NA,146,NA,79,NA,21,NA,13,NA,61,146,79,21,13
03,Baltimore City,009-008,07,45,U.S. Congress,62,NA,151,NA,76,NA,27,NA,13,NA,62,151,76,27,13
03,Baltimore City,009-008,07,45,U.S. Senator,62,NA,150,NA,78,NA,27,NA,13,NA,62,150,78,27,13
03,Baltimore City,009-009,07,43A,Attorney General,39,NA,141,NA,51,NA,23,NA,19,NA,39,141,51,23,19
03,Baltimore City,009-009,07,43A,Board of Ed at Large,69,NA,221,NA,78,NA,33,NA,26,NA,69,221,78,33,26
03,Baltimore City,009-009,07,43A,Clerk Circuit Court,36,NA,128,NA,46,NA,20,NA,18,NA,36,128,46,20,18
03,Baltimore City,009-009,07,43A,Comptroller,40,NA,141,NA,51,NA,23,NA,18,NA,40,141,51,23,18
03,Baltimore City,009-009,07,43A,Governor / Lt. Governor,38,NA,142,NA,48,NA,22,NA,19,NA,38,142,48,22,19
03,Baltimore City,009-009,07,43A,House of Delegates,73,NA,232,NA,89,NA,29,NA,35,NA,73,232,89,29,35
03,Baltimore City,009-009,07,43A,Judge Circuit Court,110,NA,350,NA,124,NA,45,NA,50,NA,110,350,124,45,50
03,Baltimore City,009-009,07,43A,Judge Orphans' Court,97,NA,311,NA,113,NA,43,NA,45,NA,97,311,113,43,45
03,Baltimore City,009-009,07,43A,Judge Spec Appeal at Lg,60,5,188,60,81,10,24,10,22,5,65,248,91,34,27
03,Baltimore City,009-009,07,43A,Register of Wills,35,NA,126,NA,46,NA,19,NA,18,NA,35,126,46,19,18
03,Baltimore City,009-009,07,43A,Sheriff,36,NA,125,NA,45,NA,19,NA,17,NA,36,125,45,19,17
03,Baltimore City,009-009,07,43A,State Senator,40,NA,139,NA,48,NA,16,NA,19,NA,40,139,48,16,19
03,Baltimore City,009-009,07,43A,State's Attorney,36,NA,138,NA,47,NA,20,NA,18,NA,36,138,47,20,18
03,Baltimore City,009-009,07,43A,U.S. Congress,40,NA,144,NA,51,NA,23,NA,20,NA,40,144,51,23,20
03,Baltimore City,009-009,07,43A,U.S. Senator,40,NA,141,NA,50,NA,23,NA,20,NA,40,141,50,23,20
03,Baltimore City,009-010,07,43A,Attorney General,25,NA,219,NA,84,NA,25,NA,36,NA,25,219,84,25,36
03,Baltimore City,009-010,07,43A,Board of Ed at Large,41,NA,300,NA,112,NA,35,NA,55,NA,41,300,112,35,55
03,Baltimore City,009-010,07,43A,Clerk Circuit Court,22,NA,192,NA,67,NA,19,NA,29,NA,22,192,67,19,29
03,Baltimore City,009-010,07,43A,Comptroller,26,NA,218,NA,84,NA,25,NA,36,NA,26,218,84,25,36
03,Baltimore City,009-010,07,43A,Governor / Lt. Governor,26,NA,220,NA,84,NA,26,NA,36,NA,26,220,84,26,36
03,Baltimore City,009-010,07,43A,House of Delegates,49,NA,365,NA,145,NA,37,NA,65,NA,49,365,145,37,65
03,Baltimore City,009-010,07,43A,Judge Circuit Court,53,NA,432,NA,154,NA,41,NA,72,NA,53,432,154,41,72
03,Baltimore City,009-010,07,43A,Judge Orphans' Court,52,NA,402,NA,146,NA,46,NA,73,NA,52,402,146,46,73
03,Baltimore City,009-010,07,43A,Judge Spec Appeal at Lg,32,10,256,88,76,27,26,9,29,16,42,344,103,35,45
03,Baltimore City,009-010,07,43A,Register of Wills,23,NA,189,NA,66,NA,20,NA,28,NA,23,189,66,20,28
03,Baltimore City,009-010,07,43A,Sheriff,22,NA,178,NA,64,NA,20,NA,29,NA,22,178,64,20,29
03,Baltimore City,009-010,07,43A,State Senator,24,NA,214,NA,83,NA,24,NA,36,NA,24,214,83,24,36
03,Baltimore City,009-010,07,43A,State's Attorney,24,NA,204,NA,72,NA,20,NA,34,NA,24,204,72,20,34
03,Baltimore City,009-010,07,43A,U.S. Congress,26,NA,219,NA,81,NA,24,NA,36,NA,26,219,81,24,36
03,Baltimore City,009-010,07,43A,U.S. Senator,25,NA,218,NA,81,NA,26,NA,36,NA,25,218,81,26,36
03,Baltimore City,009-011,07,43A,Attorney General,11,NA,30,NA,3,NA,2,NA,5,NA,11,30,3,2,5
03,Baltimore City,009-011,07,43A,Board of Ed at Large,16,NA,47,NA,5,NA,0,NA,8,NA,16,47,5,0,8
03,Baltimore City,009-011,07,43A,Clerk Circuit Court,11,NA,29,NA,3,NA,0,NA,5,NA,11,29,3,0,5
03,Baltimore City,009-011,07,43A,Comptroller,11,NA,30,NA,3,NA,2,NA,5,NA,11,30,3,2,5
03,Baltimore City,009-011,07,43A,Governor / Lt. Governor,11,NA,30,NA,3,NA,2,NA,5,NA,11,30,3,2,5
03,Baltimore City,009-011,07,43A,House of Delegates,20,NA,49,NA,5,NA,0,NA,8,NA,20,49,5,0,8
03,Baltimore City,009-011,07,43A,Judge Circuit Court,23,NA,77,NA,9,NA,0,NA,5,NA,23,77,9,0,5
03,Baltimore City,009-011,07,43A,Judge Orphans' Court,24,NA,66,NA,7,NA,0,NA,12,NA,24,66,7,0,12
03,Baltimore City,009-011,07,43A,Judge Spec Appeal at Lg,16,2,38,15,6,0,0,0,3,5,18,53,6,0,8
03,Baltimore City,009-011,07,43A,Register of Wills,11,NA,29,NA,3,NA,0,NA,5,NA,11,29,3,0,5
03,Baltimore City,009-011,07,43A,Sheriff,11,NA,30,NA,3,NA,0,NA,5,NA,11,30,3,0,5
03,Baltimore City,009-011,07,43A,State Senator,11,NA,30,NA,3,NA,1,NA,4,NA,11,30,3,1,4
03,Baltimore City,009-011,07,43A,State's Attorney,11,NA,29,NA,3,NA,1,NA,5,NA,11,29,3,1,5
03,Baltimore City,009-011,07,43A,U.S. Congress,10,NA,30,NA,3,NA,2,NA,4,NA,10,30,3,2,4
03,Baltimore City,009-011,07,43A,U.S. Senator,11,NA,30,NA,3,NA,2,NA,5,NA,11,30,3,2,5
03,Baltimore City,009-012,07,43A,Attorney General,52,NA,100,NA,43,NA,4,NA,14,NA,52,100,43,4,14
03,Baltimore City,009-012,07,43A,Board of Ed at Large,69,NA,155,NA,61,NA,3,NA,22,NA,69,155,61,3,22
03,Baltimore City,009-012,07,43A,Clerk Circuit Court,50,NA,93,NA,44,NA,2,NA,13,NA,50,93,44,2,13
03,Baltimore City,009-012,07,43A,Comptroller,53,NA,101,NA,43,NA,5,NA,13,NA,53,101,43,5,13
03,Baltimore City,009-012,07,43A,Governor / Lt. Governor,53,NA,101,NA,43,NA,5,NA,11,NA,53,101,43,5,11
03,Baltimore City,009-012,07,43A,House of Delegates,90,NA,170,NA,66,NA,2,NA,22,NA,90,170,66,2,22
03,Baltimore City,009-012,07,43A,Judge Circuit Court,126,NA,273,NA,102,NA,2,NA,32,NA,126,273,102,2,32
03,Baltimore City,009-012,07,43A,Judge Orphans' Court,123,NA,236,NA,92,NA,4,NA,28,NA,123,236,92,4,28
03,Baltimore City,009-012,07,43A,Judge Spec Appeal at Lg,77,17,145,38,65,7,2,1,20,8,94,183,72,3,28
03,Baltimore City,009-012,07,43A,Register of Wills,52,NA,98,NA,43,NA,2,NA,12,NA,52,98,43,2,12
03,Baltimore City,009-012,07,43A,Sheriff,47,NA,95,NA,40,NA,2,NA,12,NA,47,95,40,2,12
03,Baltimore City,009-012,07,43A,State Senator,54,NA,100,NA,41,NA,2,NA,13,NA,54,100,41,2,13
03,Baltimore City,009-012,07,43A,State's Attorney,51,NA,97,NA,42,NA,2,NA,14,NA,51,97,42,2,14
03,Baltimore City,009-012,07,43A,U.S. Congress,55,NA,101,NA,45,NA,5,NA,14,NA,55,101,45,5,14
03,Baltimore City,009-012,07,43A,U.S. Senator,53,NA,99,NA,43,NA,4,NA,14,NA,53,99,43,4,14
03,Baltimore City,009-013,07,45,Attorney General,17,NA,98,NA,38,NA,17,NA,5,NA,17,98,38,17,5
03,Baltimore City,009-013,07,45,Board of Ed at Large,24,NA,160,NA,58,NA,14,NA,8,NA,24,160,58,14,8
03,Baltimore City,009-013,07,45,Clerk Circuit Court,15,NA,96,NA,30,NA,11,NA,5,NA,15,96,30,11,5
03,Baltimore City,009-013,07,45,Comptroller,17,NA,96,NA,37,NA,15,NA,5,NA,17,96,37,15,5
03,Baltimore City,009-013,07,45,Governor / Lt. Governor,17,NA,98,NA,35,NA,16,NA,5,NA,17,98,35,16,5
03,Baltimore City,009-013,07,45,House of Delegates,41,NA,259,NA,94,NA,27,NA,15,NA,41,259,94,27,15
03,Baltimore City,009-013,07,45,Judge Circuit Court,48,NA,274,NA,85,NA,21,NA,20,NA,48,274,85,21,20
03,Baltimore City,009-013,07,45,Judge Orphans' Court,43,NA,245,NA,81,NA,26,NA,12,NA,43,245,81,26,12
03,Baltimore City,009-013,07,45,Judge Spec Appeal at Lg,22,6,149,35,47,12,10,12,7,1,28,184,59,22,8
03,Baltimore City,009-013,07,45,Register of Wills,16,NA,97,NA,33,NA,12,NA,5,NA,16,97,33,12,5
03,Baltimore City,009-013,07,45,Sheriff,15,NA,94,NA,31,NA,11,NA,4,NA,15,94,31,11,4
03,Baltimore City,009-013,07,45,State Senator,16,NA,97,NA,36,NA,10,NA,5,NA,16,97,36,10,5
03,Baltimore City,009-013,07,45,State's Attorney,16,NA,98,NA,37,NA,13,NA,5,NA,16,98,37,13,5
03,Baltimore City,009-013,07,45,U.S. Congress,17,NA,100,NA,38,NA,16,NA,5,NA,17,100,38,16,5
03,Baltimore City,009-013,07,45,U.S. Senator,17,NA,99,NA,37,NA,17,NA,4,NA,17,99,37,17,4
03,Baltimore City,009-014,07,43A,Attorney General,26,NA,134,NA,36,NA,9,NA,14,NA,26,134,36,9,14
03,Baltimore City,009-014,07,43A,Board of Ed at Large,38,NA,204,NA,36,NA,14,NA,21,NA,38,204,36,14,21
03,Baltimore City,009-014,07,43A,Clerk Circuit Court,24,NA,121,NA,31,NA,7,NA,10,NA,24,121,31,7,10
03,Baltimore City,009-014,07,43A,Comptroller,27,NA,135,NA,36,NA,9,NA,13,NA,27,135,36,9,13
03,Baltimore City,009-014,07,43A,Governor / Lt. Governor,27,NA,133,NA,36,NA,9,NA,14,NA,27,133,36,9,14
03,Baltimore City,009-014,07,43A,House of Delegates,39,NA,230,NA,62,NA,3,NA,24,NA,39,230,62,3,24
03,Baltimore City,009-014,07,43A,Judge Circuit Court,69,NA,337,NA,77,NA,16,NA,33,NA,69,337,77,16,33
03,Baltimore City,009-014,07,43A,Judge Orphans' Court,55,NA,294,NA,65,NA,20,NA,25,NA,55,294,65,20,25
03,Baltimore City,009-014,07,43A,Judge Spec Appeal at Lg,37,10,163,75,48,15,9,2,15,3,47,238,63,11,18
03,Baltimore City,009-014,07,43A,Register of Wills,25,NA,124,NA,31,NA,7,NA,10,NA,25,124,31,7,10
03,Baltimore City,009-014,07,43A,Sheriff,23,NA,113,NA,29,NA,8,NA,11,NA,23,113,29,8,11
03,Baltimore City,009-014,07,43A,State Senator,25,NA,133,NA,37,NA,2,NA,13,NA,25,133,37,2,13
03,Baltimore City,009-014,07,43A,State's Attorney,27,NA,128,NA,35,NA,6,NA,12,NA,27,128,35,6,12
03,Baltimore City,009-014,07,43A,U.S. Congress,26,NA,130,NA,36,NA,9,NA,14,NA,26,130,36,9,14
03,Baltimore City,009-014,07,43A,U.S. Senator,25,NA,134,NA,34,NA,9,NA,13,NA,25,134,34,9,13
03,Baltimore City,009-015,07,45,Attorney General,47,NA,171,NA,74,NA,23,NA,24,NA,47,171,74,23,24
03,Baltimore City,009-015,07,45,Board of Ed at Large,80,NA,269,NA,106,NA,27,NA,26,NA,80,269,106,27,26
03,Baltimore City,009-015,07,45,Clerk Circuit Court,46,NA,162,NA,64,NA,21,NA,19,NA,46,162,64,21,19
03,Baltimore City,009-015,07,45,Comptroller,48,NA,171,NA,70,NA,21,NA,22,NA,48,171,70,21,22
03,Baltimore City,009-015,07,45,Governor / Lt. Governor,50,NA,171,NA,74,NA,22,NA,24,NA,50,171,74,22,24
03,Baltimore City,009-015,07,45,House of Delegates,124,NA,424,NA,176,NA,34,NA,54,NA,124,424,176,34,54
03,Baltimore City,009-015,07,45,Judge Circuit Court,132,NA,409,NA,194,NA,45,NA,48,NA,132,409,194,45,48
03,Baltimore City,009-015,07,45,Judge Orphans' Court,114,NA,379,NA,167,NA,39,NA,45,NA,114,379,167,39,45
03,Baltimore City,009-015,07,45,Judge Spec Appeal at Lg,66,22,220,92,97,30,24,13,26,6,88,312,127,37,32
03,Baltimore City,009-015,07,45,Register of Wills,46,NA,162,NA,67,NA,20,NA,21,NA,46,162,67,20,21
03,Baltimore City,009-015,07,45,Sheriff,44,NA,160,NA,64,NA,17,NA,19,NA,44,160,64,17,19
03,Baltimore City,009-015,07,45,State Senator,49,NA,170,NA,71,NA,20,NA,23,NA,49,170,71,20,23
03,Baltimore City,009-015,07,45,State's Attorney,47,NA,164,NA,67,NA,19,NA,22,NA,47,164,67,19,22
03,Baltimore City,009-015,07,45,U.S. Congress,49,NA,171,NA,73,NA,23,NA,23,NA,49,171,73,23,23
03,Baltimore City,009-015,07,45,U.S. Senator,48,NA,173,NA,70,NA,20,NA,23,NA,48,173,70,20,23
03,Baltimore City,010-001,07,45,Attorney General,33,NA,149,NA,54,NA,13,NA,15,NA,33,149,54,13,15
03,Baltimore City,010-001,07,45,Board of Ed at Large,43,NA,218,NA,78,NA,22,NA,20,NA,43,218,78,22,20
03,Baltimore City,010-001,07,45,Clerk Circuit Court,31,NA,138,NA,50,NA,13,NA,14,NA,31,138,50,13,14
03,Baltimore City,010-001,07,45,Comptroller,33,NA,150,NA,54,NA,14,NA,15,NA,33,150,54,14,15
03,Baltimore City,010-001,07,45,Governor / Lt. Governor,34,NA,149,NA,52,NA,14,NA,16,NA,34,149,52,14,16
03,Baltimore City,010-001,07,45,House of Delegates,74,NA,353,NA,141,NA,27,NA,36,NA,74,353,141,27,36
03,Baltimore City,010-001,07,45,Judge Circuit Court,78,NA,314,NA,157,NA,39,NA,37,NA,78,314,157,39,37
03,Baltimore City,010-001,07,45,Judge Orphans' Court,71,NA,297,NA,132,NA,30,NA,33,NA,71,297,132,30,33
03,Baltimore City,010-001,07,45,Judge Spec Appeal at Lg,50,10,188,67,73,19,21,3,20,2,60,255,92,24,22
03,Baltimore City,010-001,07,45,Register of Wills,32,NA,139,NA,52,NA,13,NA,15,NA,32,139,52,13,15
03,Baltimore City,010-001,07,45,Sheriff,29,NA,126,NA,49,NA,13,NA,13,NA,29,126,49,13,13
03,Baltimore City,010-001,07,45,State Senator,32,NA,144,NA,52,NA,12,NA,16,NA,32,144,52,12,16
03,Baltimore City,010-001,07,45,State's Attorney,32,NA,143,NA,51,NA,14,NA,13,NA,32,143,51,14,13
03,Baltimore City,010-001,07,45,U.S. Congress,33,NA,152,NA,54,NA,14,NA,16,NA,33,152,54,14,16
03,Baltimore City,010-001,07,45,U.S. Senator,33,NA,149,NA,54,NA,14,NA,15,NA,33,149,54,14,15
03,Baltimore City,010-002,07,45,Attorney General,31,NA,124,NA,79,NA,30,NA,12,NA,31,124,79,30,12
03,Baltimore City,010-002,07,45,Board of Ed at Large,50,NA,185,NA,107,NA,39,NA,21,NA,50,185,107,39,21
03,Baltimore City,010-002,07,45,Clerk Circuit Court,29,NA,114,NA,74,NA,24,NA,11,NA,29,114,74,24,11
03,Baltimore City,010-002,07,45,Comptroller,30,NA,123,NA,79,NA,29,NA,12,NA,30,123,79,29,12
03,Baltimore City,010-002,07,45,Governor / Lt. Governor,32,NA,124,NA,81,NA,29,NA,12,NA,32,124,81,29,12
03,Baltimore City,010-002,07,45,House of Delegates,79,NA,283,NA,195,NA,58,NA,34,NA,79,283,195,58,34
03,Baltimore City,010-002,07,45,Judge Circuit Court,77,NA,293,NA,173,NA,58,NA,44,NA,77,293,173,58,44
03,Baltimore City,010-002,07,45,Judge Orphans' Court,72,NA,272,NA,178,NA,57,NA,33,NA,72,272,178,57,33
03,Baltimore City,010-002,07,45,Judge Spec Appeal at Lg,38,17,183,22,108,16,32,8,19,4,55,205,124,40,23
03,Baltimore City,010-002,07,45,Register of Wills,30,NA,119,NA,75,NA,24,NA,11,NA,30,119,75,24,11
03,Baltimore City,010-002,07,45,Sheriff,26,NA,109,NA,73,NA,23,NA,11,NA,26,109,73,23,11
03,Baltimore City,010-002,07,45,State Senator,27,NA,117,NA,77,NA,22,NA,12,NA,27,117,77,22,12
03,Baltimore City,010-002,07,45,State's Attorney,30,NA,121,NA,79,NA,26,NA,11,NA,30,121,79,26,11
