County,County Name,Precinct,Congressional,Legislative,Office Name,Early Votes For,Early Votes Against,Election Night Votes For,Election Night Votes Against,Mail-In Ballot 1 Votes For,Mail-In Ballot 1 Votes Against,Provisional Votes For,Provisional Votes Against,Mail-In Ballot 2 Votes For,Mail-In Ballot 2 Votes Against,Early Votes,Election Night Votes,Mail-In Ballot 1 Votes,Provisional Votes,Mail-In Ballot 2 Votes
03,Baltimore City,021-002,07,40,Comptroller,74,NA,307,NA,102,NA,30,NA,62,NA,74,307,102,30,62
03,Baltimore City,021-002,07,40,Governor / Lt. Governor,76,NA,313,NA,99,NA,30,NA,63,NA,76,313,99,30,63
03,Baltimore City,021-002,07,40,House of Delegates,185,NA,764,NA,250,NA,56,NA,158,NA,185,764,250,56,158
03,Baltimore City,021-002,07,40,Judge Circuit Court,157,NA,660,NA,188,NA,54,NA,149,NA,157,660,188,54,149
03,Baltimore City,021-002,07,40,Judge Orphans' Court,155,NA,634,NA,216,NA,57,NA,127,NA,155,634,216,57,127
03,Baltimore City,021-002,07,40,Judge Spec Appeal at Lg,86,31,359,113,116,29,33,7,74,20,117,472,145,40,94
03,Baltimore City,021-002,07,40,Register of Wills,60,NA,255,NA,80,NA,24,NA,51,NA,60,255,80,24,51
03,Baltimore City,021-002,07,40,Sheriff,62,NA,249,NA,83,NA,26,NA,52,NA,62,249,83,26,52
03,Baltimore City,021-002,07,40,State Senator,75,NA,306,NA,98,NA,23,NA,61,NA,75,306,98,23,61
03,Baltimore City,021-002,07,40,State's Attorney,70,NA,286,NA,96,NA,26,NA,56,NA,70,286,96,26,56
03,Baltimore City,021-002,07,40,U.S. Congress,74,NA,307,NA,100,NA,29,NA,61,NA,74,307,100,29,61
03,Baltimore City,021-002,07,40,U.S. Senator,76,NA,312,NA,98,NA,30,NA,63,NA,76,312,98,30,63
03,Baltimore City,021-003,07,40,Attorney General,67,NA,345,NA,71,NA,40,NA,35,NA,67,345,71,40,35
03,Baltimore City,021-003,07,40,Board of Ed at Large,110,NA,523,NA,97,NA,56,NA,47,NA,110,523,97,56,47
03,Baltimore City,021-003,07,40,Clerk Circuit Court,55,NA,293,NA,49,NA,40,NA,28,NA,55,293,49,40,28
03,Baltimore City,021-003,07,40,Comptroller,67,NA,347,NA,73,NA,41,NA,35,NA,67,347,73,41,35
03,Baltimore City,021-003,07,40,Governor / Lt. Governor,64,NA,349,NA,70,NA,38,NA,35,NA,64,349,70,38,35
03,Baltimore City,021-003,07,40,House of Delegates,173,NA,802,NA,155,NA,85,NA,91,NA,173,802,155,85,91
03,Baltimore City,021-003,07,40,Judge Circuit Court,173,NA,770,NA,134,NA,90,NA,56,NA,173,770,134,90,56
03,Baltimore City,021-003,07,40,Judge Orphans' Court,153,NA,709,NA,117,NA,83,NA,58,NA,153,709,117,83,58
03,Baltimore City,021-003,07,40,Judge Spec Appeal at Lg,87,27,430,154,67,41,44,23,39,12,114,584,108,67,51
03,Baltimore City,021-003,07,40,Register of Wills,56,NA,296,NA,51,NA,39,NA,27,NA,56,296,51,39,27
03,Baltimore City,021-003,07,40,Sheriff,60,NA,301,NA,57,NA,37,NA,26,NA,60,301,57,37,26
03,Baltimore City,021-003,07,40,State Senator,65,NA,346,NA,71,NA,37,NA,34,NA,65,346,71,37,34
03,Baltimore City,021-003,07,40,State's Attorney,64,NA,320,NA,64,NA,38,NA,30,NA,64,320,64,38,30
03,Baltimore City,021-003,07,40,U.S. Congress,66,NA,343,NA,73,NA,41,NA,34,NA,66,343,73,41,34
03,Baltimore City,021-003,07,40,U.S. Senator,66,NA,347,NA,73,NA,41,NA,35,NA,66,347,73,41,35
03,Baltimore City,021-004,07,46,Attorney General,11,NA,93,NA,20,NA,10,NA,10,NA,11,93,20,10,10
03,Baltimore City,021-004,07,46,Board of Ed at Large,21,NA,156,NA,27,NA,13,NA,14,NA,21,156,27,13,14
03,Baltimore City,021-004,07,46,Clerk Circuit Court,11,NA,81,NA,17,NA,8,NA,9,NA,11,81,17,8,9
03,Baltimore City,021-004,07,46,Comptroller,11,NA,95,NA,20,NA,10,NA,10,NA,11,95,20,10,10
03,Baltimore City,021-004,07,46,Governor / Lt. Governor,11,NA,95,NA,20,NA,10,NA,10,NA,11,95,20,10,10
03,Baltimore City,021-004,07,46,House of Delegates,27,NA,227,NA,55,NA,22,NA,30,NA,27,227,55,22,30
03,Baltimore City,021-004,07,46,Judge Circuit Court,28,NA,231,NA,53,NA,14,NA,23,NA,28,231,53,14,23
03,Baltimore City,021-004,07,46,Judge Orphans' Court,27,NA,205,NA,46,NA,18,NA,21,NA,27,205,46,18,21
03,Baltimore City,021-004,07,46,Judge Spec Appeal at Lg,13,6,115,45,24,5,12,2,16,2,19,160,29,14,18
03,Baltimore City,021-004,07,46,Register of Wills,11,NA,80,NA,17,NA,8,NA,9,NA,11,80,17,8,9
03,Baltimore City,021-004,07,46,Sheriff,8,NA,79,NA,16,NA,8,NA,6,NA,8,79,16,8,6
03,Baltimore City,021-004,07,46,State Senator,11,NA,94,NA,20,NA,8,NA,10,NA,11,94,20,8,10
03,Baltimore City,021-004,07,46,State's Attorney,11,NA,88,NA,19,NA,8,NA,10,NA,11,88,19,8,10
03,Baltimore City,021-004,07,46,U.S. Congress,11,NA,95,NA,20,NA,10,NA,10,NA,11,95,20,10,10
03,Baltimore City,021-004,07,46,U.S. Senator,10,NA,93,NA,20,NA,10,NA,10,NA,10,93,20,10,10
03,Baltimore City,022-001,07,46,Attorney General,45,NA,306,NA,171,NA,50,NA,63,NA,45,306,171,50,63
03,Baltimore City,022-001,07,46,Board of Ed at Large,53,NA,358,NA,229,NA,62,NA,82,NA,53,358,229,62,82
03,Baltimore City,022-001,07,46,Clerk Circuit Court,35,NA,224,NA,135,NA,44,NA,49,NA,35,224,135,44,49
03,Baltimore City,022-001,07,46,Comptroller,45,NA,307,NA,172,NA,51,NA,61,NA,45,307,172,51,61
03,Baltimore City,022-001,07,46,Governor / Lt. Governor,45,NA,311,NA,171,NA,50,NA,61,NA,45,311,171,50,61
03,Baltimore City,022-001,07,46,House of Delegates,124,NA,702,NA,430,NA,120,NA,150,NA,124,702,430,120,150
03,Baltimore City,022-001,07,46,Judge Circuit Court,108,NA,637,NA,401,NA,112,NA,155,NA,108,637,401,112,155
03,Baltimore City,022-001,07,46,Judge Orphans' Court,100,NA,559,NA,361,NA,105,NA,139,NA,100,559,361,105,139
03,Baltimore City,022-001,07,46,Judge Spec Appeal at Lg,67,13,374,82,214,35,69,13,64,20,80,456,249,82,84
03,Baltimore City,022-001,07,46,Register of Wills,34,NA,228,NA,135,NA,44,NA,52,NA,34,228,135,44,52
03,Baltimore City,022-001,07,46,Sheriff,37,NA,238,NA,146,NA,42,NA,53,NA,37,238,146,42,53
03,Baltimore City,022-001,07,46,State Senator,44,NA,294,NA,168,NA,47,NA,62,NA,44,294,168,47,62
03,Baltimore City,022-001,07,46,State's Attorney,43,NA,279,NA,165,NA,45,NA,54,NA,43,279,165,45,54
03,Baltimore City,022-001,07,46,U.S. Congress,41,NA,303,NA,171,NA,49,NA,62,NA,41,303,171,49,62
03,Baltimore City,022-001,07,46,U.S. Senator,45,NA,304,NA,171,NA,51,NA,63,NA,45,304,171,51,63
03,Baltimore City,022-002,07,46,Attorney General,57,NA,445,NA,234,NA,40,NA,110,NA,57,445,234,40,110
03,Baltimore City,022-002,07,46,Board of Ed at Large,80,NA,542,NA,250,NA,49,NA,139,NA,80,542,250,49,139
03,Baltimore City,022-002,07,46,Clerk Circuit Court,39,NA,335,NA,178,NA,36,NA,78,NA,39,335,178,36,78
03,Baltimore City,022-002,07,46,Comptroller,57,NA,451,NA,237,NA,42,NA,113,NA,57,451,237,42,113
03,Baltimore City,022-002,07,46,Governor / Lt. Governor,56,NA,453,NA,235,NA,42,NA,113,NA,56,453,235,42,113
03,Baltimore City,022-002,07,46,House of Delegates,146,NA,1108,NA,623,NA,99,NA,285,NA,146,1108,623,99,285
03,Baltimore City,022-002,07,46,Judge Circuit Court,147,NA,955,NA,512,NA,99,NA,227,NA,147,955,512,99,227
03,Baltimore City,022-002,07,46,Judge Orphans' Court,129,NA,877,NA,485,NA,94,NA,206,NA,129,877,485,94,206
03,Baltimore City,022-002,07,46,Judge Spec Appeal at Lg,92,6,518,133,300,39,54,12,125,25,98,651,339,66,150
03,Baltimore City,022-002,07,46,Register of Wills,37,NA,328,NA,179,NA,35,NA,76,NA,37,328,179,35,76
03,Baltimore City,022-002,07,46,Sheriff,53,NA,364,NA,189,NA,37,NA,88,NA,53,364,189,37,88
03,Baltimore City,022-002,07,46,State Senator,57,NA,443,NA,238,NA,39,NA,110,NA,57,443,238,39,110
03,Baltimore City,022-002,07,46,State's Attorney,56,NA,415,NA,222,NA,40,NA,104,NA,56,415,222,40,104
03,Baltimore City,022-002,07,46,U.S. Congress,57,NA,441,NA,235,NA,41,NA,111,NA,57,441,235,41,111
03,Baltimore City,022-002,07,46,U.S. Senator,56,NA,451,NA,237,NA,42,NA,109,NA,56,451,237,42,109
03,Baltimore City,023-001,07,46,Attorney General,37,NA,360,NA,70,NA,90,NA,75,NA,37,360,70,90,75
03,Baltimore City,023-001,07,46,Board of Ed at Large,53,NA,435,NA,93,NA,102,NA,120,NA,53,435,93,102,120
03,Baltimore City,023-001,07,46,Clerk Circuit Court,33,NA,293,NA,57,NA,77,NA,61,NA,33,293,57,77,61
03,Baltimore City,023-001,07,46,Comptroller,37,NA,362,NA,69,NA,89,NA,75,NA,37,362,69,89,75
03,Baltimore City,023-001,07,46,Governor / Lt. Governor,37,NA,363,NA,72,NA,89,NA,77,NA,37,363,72,89,77
03,Baltimore City,023-001,07,46,House of Delegates,97,NA,908,NA,180,NA,211,NA,204,NA,97,908,180,211,204
03,Baltimore City,023-001,07,46,Judge Circuit Court,102,NA,776,NA,152,NA,183,NA,183,NA,102,776,152,183,183
03,Baltimore City,023-001,07,46,Judge Orphans' Court,94,NA,750,NA,146,NA,177,NA,166,NA,94,750,146,177,166
03,Baltimore City,023-001,07,46,Judge Spec Appeal at Lg,52,5,428,116,75,23,102,22,89,19,57,544,98,124,108
03,Baltimore City,023-001,07,46,Register of Wills,32,NA,294,NA,56,NA,77,NA,61,NA,32,294,56,77,61
03,Baltimore City,023-001,07,46,Sheriff,34,NA,320,NA,61,NA,75,NA,65,NA,34,320,61,75,65
03,Baltimore City,023-001,07,46,State Senator,37,NA,358,NA,70,NA,84,NA,75,NA,37,358,70,84,75
03,Baltimore City,023-001,07,46,State's Attorney,33,NA,329,NA,63,NA,84,NA,71,NA,33,329,63,84,71
03,Baltimore City,023-001,07,46,U.S. Congress,36,NA,360,NA,71,NA,88,NA,76,NA,36,360,71,88,76
03,Baltimore City,023-001,07,46,U.S. Senator,36,NA,361,NA,72,NA,90,NA,75,NA,36,361,72,90,75
03,Baltimore City,023-002,07,46,Attorney General,26,NA,270,NA,57,NA,30,NA,62,NA,26,270,57,30,62
03,Baltimore City,023-002,07,46,Board of Ed at Large,41,NA,379,NA,82,NA,28,NA,90,NA,41,379,82,28,90
03,Baltimore City,023-002,07,46,Clerk Circuit Court,25,NA,237,NA,44,NA,23,NA,48,NA,25,237,44,23,48
03,Baltimore City,023-002,07,46,Comptroller,26,NA,272,NA,58,NA,29,NA,64,NA,26,272,58,29,64
03,Baltimore City,023-002,07,46,Governor / Lt. Governor,26,NA,276,NA,58,NA,30,NA,65,NA,26,276,58,30,65
03,Baltimore City,023-002,07,46,House of Delegates,56,NA,658,NA,149,NA,62,NA,170,NA,56,658,149,62,170
03,Baltimore City,023-002,07,46,Judge Circuit Court,55,NA,612,NA,127,NA,45,NA,143,NA,55,612,127,45,143
03,Baltimore City,023-002,07,46,Judge Orphans' Court,47,NA,595,NA,93,NA,52,NA,143,NA,47,595,93,52,143
03,Baltimore City,023-002,07,46,Judge Spec Appeal at Lg,27,15,352,92,46,27,40,8,75,14,42,444,73,48,89
03,Baltimore City,023-002,07,46,Register of Wills,25,NA,236,NA,43,NA,23,NA,49,NA,25,236,43,23,49
03,Baltimore City,023-002,07,46,Sheriff,21,NA,243,NA,49,NA,22,NA,55,NA,21,243,49,22,55
03,Baltimore City,023-002,07,46,State Senator,26,NA,268,NA,57,NA,26,NA,61,NA,26,268,57,26,61
03,Baltimore City,023-002,07,46,State's Attorney,25,NA,255,NA,54,NA,26,NA,61,NA,25,255,54,26,61
03,Baltimore City,023-002,07,46,U.S. Congress,26,NA,269,NA,56,NA,29,NA,60,NA,26,269,56,29,60
03,Baltimore City,023-002,07,46,U.S. Senator,26,NA,275,NA,58,NA,27,NA,61,NA,26,275,58,27,61
03,Baltimore City,023-003,07,46,Attorney General,52,NA,556,NA,147,NA,67,NA,104,NA,52,556,147,67,104
03,Baltimore City,023-003,07,46,Board of Ed at Large,70,NA,715,NA,182,NA,91,NA,141,NA,70,715,182,91,141
03,Baltimore City,023-003,07,46,Clerk Circuit Court,36,NA,431,NA,115,NA,57,NA,83,NA,36,431,115,57,83
03,Baltimore City,023-003,07,46,Comptroller,52,NA,566,NA,147,NA,67,NA,104,NA,52,566,147,67,104
03,Baltimore City,023-003,07,46,Governor / Lt. Governor,52,NA,573,NA,150,NA,69,NA,105,NA,52,573,150,69,105
03,Baltimore City,023-003,07,46,House of Delegates,128,NA,1284,NA,385,NA,154,NA,277,NA,128,1284,385,154,277
03,Baltimore City,023-003,07,46,Judge Circuit Court,117,NA,1154,NA,365,NA,130,NA,271,NA,117,1154,365,130,271
03,Baltimore City,023-003,07,46,Judge Orphans' Court,92,NA,1052,NA,299,NA,128,NA,226,NA,92,1052,299,128,226
03,Baltimore City,023-003,07,46,Judge Spec Appeal at Lg,55,32,633,192,189,41,77,19,119,31,87,825,230,96,150
03,Baltimore City,023-003,07,46,Register of Wills,37,NA,434,NA,118,NA,57,NA,83,NA,37,434,118,57,83
03,Baltimore City,023-003,07,46,Sheriff,42,NA,463,NA,129,NA,57,NA,93,NA,42,463,129,57,93
03,Baltimore City,023-003,07,46,State Senator,51,NA,549,NA,146,NA,66,NA,104,NA,51,549,146,66,104
03,Baltimore City,023-003,07,46,State's Attorney,45,NA,500,NA,131,NA,63,NA,97,NA,45,500,131,63,97
03,Baltimore City,023-003,07,46,U.S. Congress,51,NA,557,NA,148,NA,69,NA,103,NA,51,557,148,69,103
03,Baltimore City,023-003,07,46,U.S. Senator,52,NA,568,NA,149,NA,69,NA,104,NA,52,568,149,69,104
03,Baltimore City,024-001,07,46,Attorney General,23,NA,214,NA,75,NA,21,NA,53,NA,23,214,75,21,53
03,Baltimore City,024-001,07,46,Board of Ed at Large,34,NA,249,NA,103,NA,21,NA,64,NA,34,249,103,21,64
03,Baltimore City,024-001,07,46,Clerk Circuit Court,18,NA,161,NA,51,NA,14,NA,42,NA,18,161,51,14,42
03,Baltimore City,024-001,07,46,Comptroller,24,NA,215,NA,72,NA,20,NA,54,NA,24,215,72,20,54
03,Baltimore City,024-001,07,46,Governor / Lt. Governor,24,NA,212,NA,74,NA,21,NA,54,NA,24,212,74,21,54
03,Baltimore City,024-001,07,46,House of Delegates,63,NA,523,NA,188,NA,50,NA,135,NA,63,523,188,50,135
03,Baltimore City,024-001,07,46,Judge Circuit Court,72,NA,415,NA,163,NA,38,NA,120,NA,72,415,163,38,120
03,Baltimore City,024-001,07,46,Judge Orphans' Court,52,NA,403,NA,132,NA,37,NA,100,NA,52,403,132,37,100
03,Baltimore City,024-001,07,46,Judge Spec Appeal at Lg,36,5,237,52,92,18,19,9,59,9,41,289,110,28,68
03,Baltimore City,024-001,07,46,Register of Wills,19,NA,158,NA,55,NA,14,NA,41,NA,19,158,55,14,41
03,Baltimore City,024-001,07,46,Sheriff,22,NA,171,NA,56,NA,18,NA,47,NA,22,171,56,18,47
03,Baltimore City,024-001,07,46,State Senator,24,NA,211,NA,73,NA,20,NA,52,NA,24,211,73,20,52
03,Baltimore City,024-001,07,46,State's Attorney,24,NA,189,NA,67,NA,17,NA,52,NA,24,189,67,17,52
03,Baltimore City,024-001,07,46,U.S. Congress,24,NA,208,NA,71,NA,21,NA,52,NA,24,208,71,21,52
03,Baltimore City,024-001,07,46,U.S. Senator,24,NA,212,NA,74,NA,21,NA,53,NA,24,212,74,21,53
03,Baltimore City,024-002,07,46,Attorney General,22,NA,242,NA,69,NA,47,NA,65,NA,22,242,69,47,65
03,Baltimore City,024-002,07,46,Board of Ed at Large,29,NA,316,NA,103,NA,47,NA,88,NA,29,316,103,47,88
03,Baltimore City,024-002,07,46,Clerk Circuit Court,17,NA,180,NA,51,NA,39,NA,48,NA,17,180,51,39,48
03,Baltimore City,024-002,07,46,Comptroller,21,NA,245,NA,69,NA,48,NA,67,NA,21,245,69,48,67
03,Baltimore City,024-002,07,46,Governor / Lt. Governor,22,NA,246,NA,70,NA,47,NA,68,NA,22,246,70,47,68
03,Baltimore City,024-002,07,46,House of Delegates,54,NA,607,NA,194,NA,103,NA,160,NA,54,607,194,103,160
03,Baltimore City,024-002,07,46,Judge Circuit Court,37,NA,491,NA,154,NA,86,NA,130,NA,37,491,154,86,130
03,Baltimore City,024-002,07,46,Judge Orphans' Court,42,NA,469,NA,147,NA,98,NA,111,NA,42,469,147,98,111
03,Baltimore City,024-002,07,46,Judge Spec Appeal at Lg,23,11,290,70,72,15,54,10,79,16,34,360,87,64,95
03,Baltimore City,024-002,07,46,Register of Wills,17,NA,179,NA,52,NA,40,NA,48,NA,17,179,52,40,48
03,Baltimore City,024-002,07,46,Sheriff,18,NA,197,NA,57,NA,42,NA,55,NA,18,197,57,42,55
03,Baltimore City,024-002,07,46,State Senator,22,NA,239,NA,70,NA,46,NA,63,NA,22,239,70,46,63
03,Baltimore City,024-002,07,46,State's Attorney,22,NA,220,NA,66,NA,42,NA,62,NA,22,220,66,42,62
03,Baltimore City,024-002,07,46,U.S. Congress,22,NA,240,NA,69,NA,46,NA,66,NA,22,240,69,46,66
03,Baltimore City,024-002,07,46,U.S. Senator,22,NA,244,NA,70,NA,48,NA,65,NA,22,244,70,48,65
03,Baltimore City,024-003,07,46,Attorney General,52,NA,513,NA,234,NA,49,NA,113,NA,52,513,234,49,113
03,Baltimore City,024-003,07,46,Board of Ed at Large,68,NA,632,NA,290,NA,59,NA,152,NA,68,632,290,59,152
03,Baltimore City,024-003,07,46,Clerk Circuit Court,38,NA,378,NA,166,NA,38,NA,86,NA,38,378,166,38,86
03,Baltimore City,024-003,07,46,Comptroller,52,NA,518,NA,238,NA,49,NA,114,NA,52,518,238,49,114
03,Baltimore City,024-003,07,46,Governor / Lt. Governor,54,NA,519,NA,236,NA,50,NA,112,NA,54,519,236,50,112
03,Baltimore City,024-003,07,46,House of Delegates,142,NA,1248,NA,621,NA,98,NA,288,NA,142,1248,621,98,288
03,Baltimore City,024-003,07,46,Judge Circuit Court,132,NA,1063,NA,509,NA,93,NA,218,NA,132,1063,509,93,218
03,Baltimore City,024-003,07,46,Judge Orphans' Court,109,NA,969,NA,468,NA,84,NA,220,NA,109,969,468,84,220
03,Baltimore City,024-003,07,46,Judge Spec Appeal at Lg,68,13,621,138,281,42,65,9,140,19,81,759,323,74,159
03,Baltimore City,024-003,07,46,Register of Wills,39,NA,378,NA,168,NA,38,NA,86,NA,39,378,168,38,86
03,Baltimore City,024-003,07,46,Sheriff,40,NA,412,NA,194,NA,38,NA,92,NA,40,412,194,38,92
03,Baltimore City,024-003,07,46,State Senator,53,NA,510,NA,235,NA,50,NA,112,NA,53,510,235,50,112
03,Baltimore City,024-003,07,46,State's Attorney,48,NA,459,NA,219,NA,44,NA,103,NA,48,459,219,44,103
03,Baltimore City,024-003,07,46,U.S. Congress,53,NA,508,NA,233,NA,49,NA,116,NA,53,508,233,49,116
03,Baltimore City,024-003,07,46,U.S. Senator,53,NA,518,NA,238,NA,50,NA,113,NA,53,518,238,50,113
03,Baltimore City,024-004,07,46,Attorney General,66,NA,708,NA,230,NA,40,NA,201,NA,66,708,230,40,201
03,Baltimore City,024-004,07,46,Board of Ed at Large,83,NA,972,NA,288,NA,50,NA,276,NA,83,972,288,50,276
03,Baltimore City,024-004,07,46,Clerk Circuit Court,49,NA,526,NA,165,NA,32,NA,149,NA,49,526,165,32,149
03,Baltimore City,024-004,07,46,Comptroller,68,NA,716,NA,233,NA,40,NA,201,NA,68,716,233,40,201
03,Baltimore City,024-004,07,46,Governor / Lt. Governor,69,NA,717,NA,232,NA,41,NA,206,NA,69,717,232,41,206
03,Baltimore City,024-004,07,46,House of Delegates,176,NA,1698,NA,589,NA,92,NA,529,NA,176,1698,589,92,529
03,Baltimore City,024-004,07,46,Judge Circuit Court,152,NA,1390,NA,461,NA,56,NA,425,NA,152,1390,461,56,425
03,Baltimore City,024-004,07,46,Judge Orphans' Court,132,NA,1320,NA,420,NA,73,NA,388,NA,132,1320,420,73,388
03,Baltimore City,024-004,07,46,Judge Spec Appeal at Lg,82,16,815,213,227,55,46,10,211,46,98,1028,282,56,257
03,Baltimore City,024-004,07,46,Register of Wills,49,NA,522,NA,162,NA,32,NA,152,NA,49,522,162,32,152
03,Baltimore City,024-004,07,46,Sheriff,61,NA,565,NA,188,NA,31,NA,169,NA,61,565,188,31,169
03,Baltimore City,024-004,07,46,State Senator,68,NA,703,NA,229,NA,40,NA,200,NA,68,703,229,40,200
03,Baltimore City,024-004,07,46,State's Attorney,59,NA,628,NA,207,NA,35,NA,188,NA,59,628,207,35,188
03,Baltimore City,024-004,07,46,U.S. Congress,69,NA,708,NA,229,NA,39,NA,205,NA,69,708,229,39,205
03,Baltimore City,024-004,07,46,U.S. Senator,69,NA,715,NA,230,NA,41,NA,205,NA,69,715,230,41,205
03,Baltimore City,024-005,07,46,Attorney General,108,NA,1129,NA,509,NA,114,NA,269,NA,108,1129,509,114,269
03,Baltimore City,024-005,07,46,Board of Ed at Large,143,NA,1439,NA,622,NA,139,NA,332,NA,143,1439,622,139,332
03,Baltimore City,024-005,07,46,Clerk Circuit Court,81,NA,838,NA,371,NA,97,NA,196,NA,81,838,371,97,196
03,Baltimore City,024-005,07,46,Comptroller,108,NA,1145,NA,508,NA,114,NA,278,NA,108,1145,508,114,278
03,Baltimore City,024-005,07,46,Governor / Lt. Governor,109,NA,1147,NA,505,NA,115,NA,282,NA,109,1147,505,115,282
03,Baltimore City,024-005,07,46,House of Delegates,277,NA,2578,NA,1283,NA,281,NA,702,NA,277,2578,1283,281,702
03,Baltimore City,024-005,07,46,Judge Circuit Court,266,NA,2353,NA,1086,NA,235,NA,557,NA,266,2353,1086,235,557
03,Baltimore City,024-005,07,46,Judge Orphans' Court,236,NA,2132,NA,973,NA,245,NA,515,NA,236,2132,973,245,515
03,Baltimore City,024-005,07,46,Judge Spec Appeal at Lg,144,27,1302,374,612,88,143,20,285,64,171,1676,700,163,349
03,Baltimore City,024-005,07,46,Register of Wills,82,NA,836,NA,372,NA,95,NA,198,NA,82,836,372,95,198
03,Baltimore City,024-005,07,46,Sheriff,93,NA,905,NA,422,NA,101,NA,228,NA,93,905,422,101,228
03,Baltimore City,024-005,07,46,State Senator,109,NA,1124,NA,492,NA,113,NA,262,NA,109,1124,492,113,262
03,Baltimore City,024-005,07,46,State's Attorney,104,NA,1001,NA,472,NA,105,NA,250,NA,104,1001,472,105,250
03,Baltimore City,024-005,07,46,U.S. Congress,108,NA,1118,NA,491,NA,113,NA,274,NA,108,1118,491,113,274
03,Baltimore City,024-005,07,46,U.S. Senator,109,NA,1131,NA,504,NA,114,NA,272,NA,109,1131,504,114,272
03,Baltimore City,025-001,07,41,Attorney General,213,NA,444,NA,247,NA,52,NA,69,NA,213,444,247,52,69
03,Baltimore City,025-001,07,41,Board of Ed at Large,331,NA,638,NA,357,NA,68,NA,116,NA,331,638,357,68,116
03,Baltimore City,025-001,07,41,Clerk Circuit Court,201,NA,403,NA,215,NA,44,NA,59,NA,201,403,215,44,59
03,Baltimore City,025-001,07,41,Comptroller,212,NA,451,NA,249,NA,55,NA,69,NA,212,451,249,55,69
03,Baltimore City,025-001,07,41,Governor / Lt. Governor,214,NA,452,NA,244,NA,57,NA,69,NA,214,452,244,57,69
03,Baltimore City,025-001,07,41,House of Delegates,517,NA,942,NA,602,NA,104,NA,179,NA,517,942,602,104,179
03,Baltimore City,025-001,07,41,Judge Circuit Court,557,NA,994,NA,610,NA,109,NA,152,NA,557,994,610,109,152
03,Baltimore City,025-001,07,41,Judge Orphans' Court,486,NA,902,NA,551,NA,96,NA,142,NA,486,902,551,96,142
03,Baltimore City,025-001,07,41,Judge Spec Appeal at Lg,302,84,557,204,358,59,63,27,86,24,386,761,417,90,110
03,Baltimore City,025-001,07,41,Register of Wills,201,NA,398,NA,215,NA,46,NA,61,NA,201,398,215,46,61
03,Baltimore City,025-001,07,41,Sheriff,193,NA,388,NA,212,NA,43,NA,57,NA,193,388,212,43,57
03,Baltimore City,025-001,07,41,State Senator,204,NA,408,NA,223,NA,47,NA,63,NA,204,408,223,47,63
03,Baltimore City,025-001,07,41,State's Attorney,210,NA,417,NA,231,NA,48,NA,61,NA,210,417,231,48,61
03,Baltimore City,025-001,07,41,U.S. Congress,214,NA,449,NA,241,NA,55,NA,64,NA,214,449,241,55,64
03,Baltimore City,025-001,07,41,U.S. Senator,213,NA,444,NA,247,NA,57,NA,68,NA,213,444,247,57,68
03,Baltimore City,025-002,07,41,Attorney General,142,NA,212,NA,121,NA,15,NA,40,NA,142,212,121,15,40
03,Baltimore City,025-002,07,41,Board of Ed at Large,218,NA,316,NA,164,NA,24,NA,59,NA,218,316,164,24,59
03,Baltimore City,025-002,07,41,Clerk Circuit Court,133,NA,200,NA,109,NA,13,NA,29,NA,133,200,109,13,29
03,Baltimore City,025-002,07,41,Comptroller,142,NA,214,NA,120,NA,15,NA,38,NA,142,214,120,15,38
03,Baltimore City,025-002,07,41,Governor / Lt. Governor,143,NA,213,NA,120,NA,15,NA,39,NA,143,213,120,15,39
03,Baltimore City,025-002,07,41,House of Delegates,361,NA,454,NA,303,NA,28,NA,91,NA,361,454,303,28,91
03,Baltimore City,025-002,07,41,Judge Circuit Court,399,NA,442,NA,305,NA,39,NA,87,NA,399,442,305,39,87
03,Baltimore City,025-002,07,41,Judge Orphans' Court,343,NA,430,NA,275,NA,35,NA,75,NA,343,430,275,35,75
03,Baltimore City,025-002,07,41,Judge Spec Appeal at Lg,219,42,278,101,155,39,21,7,38,18,261,379,194,28,56
03,Baltimore City,025-002,07,41,Register of Wills,136,NA,200,NA,113,NA,12,NA,32,NA,136,200,113,12,32
03,Baltimore City,025-002,07,41,Sheriff,132,NA,196,NA,110,NA,13,NA,30,NA,132,196,110,13,30
03,Baltimore City,025-002,07,41,State Senator,138,NA,198,NA,117,NA,13,NA,34,NA,138,198,117,13,34
03,Baltimore City,025-002,07,41,State's Attorney,136,NA,206,NA,114,NA,13,NA,33,NA,136,206,114,13,33
03,Baltimore City,025-002,07,41,U.S. Congress,146,NA,216,NA,121,NA,15,NA,39,NA,146,216,121,15,39
03,Baltimore City,025-002,07,41,U.S. Senator,142,NA,214,NA,122,NA,15,NA,40,NA,142,214,122,15,40
03,Baltimore City,025-003,07,40,Attorney General,17,NA,227,NA,67,NA,15,NA,25,NA,17,227,67,15,25
03,Baltimore City,025-003,07,40,Board of Ed at Large,23,NA,276,NA,82,NA,18,NA,42,NA,23,276,82,18,42
03,Baltimore City,025-003,07,40,Clerk Circuit Court,12,NA,148,NA,48,NA,13,NA,18,NA,12,148,48,13,18
03,Baltimore City,025-003,07,40,Comptroller,17,NA,227,NA,67,NA,16,NA,26,NA,17,227,67,16,26
03,Baltimore City,025-003,07,40,Governor / Lt. Governor,17,NA,231,NA,67,NA,16,NA,26,NA,17,231,67,16,26
03,Baltimore City,025-003,07,40,House of Delegates,33,NA,423,NA,146,NA,32,NA,59,NA,33,423,146,32,59
