County,County Name,Precinct,Congressional,Legislative,Office Name,Candidate Name,Party,Winner,Write-In?,Early Votes for Candidate,Early Votes Against,Election Night Votes for Candidate,Election Night Votes Against,Mail-In Ballot 1 Votes for Candidate,Mail-In Ballot 1 Votes Against,Provisional Votes for Candidate,Provisional Votes Against,Mail-In Ballot 2 Votes for Candidate,Mail-In Ballot 2 Votes Against,Total Votes For Candidate,Total Votes Against,Total Votes Cast
03,Baltimore City,027-004,07,45,Governor / Lt. Governor,Wes Moore and Aruna Miller,DEM,Y,NA,35,NA,120,NA,37,NA,10,NA,24,NA,226,0,226
03,Baltimore City,027-004,07,45,Governor / Lt. Governor,David Lashar and Christiana Logansmith,LIB,NA,NA,1,NA,1,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,027-004,07,45,Governor / Lt. Governor,Nancy Wallace and Patrick Elder,GRN,NA,NA,0,NA,1,NA,1,NA,0,NA,0,NA,2,0,2
03,Baltimore City,027-004,07,45,Governor / Lt. Governor,David Harding and Cathy White,WCP,NA,NA,0,NA,3,NA,0,NA,0,NA,1,NA,4,0,4
03,Baltimore City,027-004,07,45,Governor / Lt. Governor,Kyle Sefcik and Katie Lee,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,027-004,07,45,Governor / Lt. Governor,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,027-004,07,45,Comptroller,Barry Glassman,REP,NA,NA,2,NA,30,NA,10,NA,1,NA,5,NA,48,0,48
03,Baltimore City,027-004,07,45,Comptroller,Brooke Elizabeth Lierman,DEM,Y,NA,34,NA,114,NA,35,NA,12,NA,26,NA,221,0,221
03,Baltimore City,027-004,07,45,Comptroller,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,027-004,07,45,Attorney General,Michael Anthony Peroutka,REP,NA,NA,1,NA,24,NA,8,NA,1,NA,4,NA,38,0,38
03,Baltimore City,027-004,07,45,Attorney General,Anthony G. Brown,DEM,Y,NA,34,NA,119,NA,38,NA,11,NA,27,NA,229,0,229
03,Baltimore City,027-004,07,45,Attorney General,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,027-004,07,45,U.S. Senator,Chris Chaffee,REP,NA,NA,1,NA,27,NA,7,NA,1,NA,4,NA,40,0,40
03,Baltimore City,027-004,07,45,U.S. Senator,Chris Van Hollen,DEM,Y,NA,35,NA,117,NA,38,NA,12,NA,27,NA,229,0,229
03,Baltimore City,027-004,07,45,U.S. Senator,Scottie Griffin,DEM,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,027-004,07,45,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,027-004,07,45,U.S. Senator,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,027-004,07,45,U.S. Congress,Scott M. Collier,REP,NA,NA,1,NA,30,NA,8,NA,1,NA,3,NA,43,0,43
03,Baltimore City,027-004,07,45,U.S. Congress,Kweisi Mfume,DEM,Y,NA,34,NA,113,NA,38,NA,11,NA,25,NA,221,0,221
03,Baltimore City,027-004,07,45,U.S. Congress,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,1,NA,1,0,1
03,Baltimore City,027-004,07,45,State Senator,Cory V. McCray,DEM,Y,NA,32,NA,126,NA,38,NA,10,NA,25,NA,231,0,231
03,Baltimore City,027-004,07,45,State Senator,Other Write-Ins,NA,NA,Y,1,NA,5,NA,0,NA,0,NA,0,NA,6,0,6
03,Baltimore City,027-004,07,45,House of Delegates,Antonio Barboza,REP,NA,NA,2,NA,32,NA,9,NA,1,NA,4,NA,48,0,48
03,Baltimore City,027-004,07,45,House of Delegates,Jackie Addison,DEM,Y,NA,29,NA,101,NA,36,NA,8,NA,23,NA,197,0,197
03,Baltimore City,027-004,07,45,House of Delegates,Stephanie Smith,DEM,Y,NA,31,NA,104,NA,37,NA,8,NA,24,NA,204,0,204
03,Baltimore City,027-004,07,45,House of Delegates,Caylin Young,DEM,Y,NA,30,NA,101,NA,37,NA,8,NA,24,NA,200,0,200
03,Baltimore City,027-004,07,45,House of Delegates,Other Write-Ins,NA,NA,Y,0,NA,3,NA,0,NA,1,NA,0,NA,4,0,4
03,Baltimore City,027-004,07,45,Judge Circuit Court,Erik Atas,JUD,Y,NA,14,NA,70,NA,25,NA,3,NA,10,NA,122,0,122
03,Baltimore City,027-004,07,45,Judge Circuit Court,Charles Mario Blomquist,JUD,Y,NA,12,NA,68,NA,24,NA,4,NA,11,NA,119,0,119
03,Baltimore City,027-004,07,45,Judge Circuit Court,Myshala E. Middleton,JUD,Y,NA,19,NA,87,NA,27,NA,5,NA,11,NA,149,0,149
03,Baltimore City,027-004,07,45,Judge Circuit Court,Barry G. Williams,JUD,Y,NA,19,NA,79,NA,26,NA,4,NA,12,NA,140,0,140
03,Baltimore City,027-004,07,45,Judge Circuit Court,Other Write-Ins,NA,NA,Y,0,NA,4,NA,0,NA,0,NA,0,NA,4,0,4
03,Baltimore City,027-004,07,45,Judge Spec Appeal at Lg,Stuart R. Berger,JUD,Y,NA,17,9,84,35,28,7,5,3,12,3,146,57,203
03,Baltimore City,027-004,07,45,Judge Spec Appeal at Lg,Terrence M. R. Zic,JUD,Y,NA,17,9,83,30,28,7,5,3,10,5,143,54,197
03,Baltimore City,027-004,07,45,State's Attorney,Ivan Bates,DEM,Y,NA,31,NA,125,NA,38,NA,10,NA,27,NA,231,0,231
03,Baltimore City,027-004,07,45,State's Attorney,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,027-004,07,45,Clerk Circuit Court,Xavier A. Conaway,DEM,Y,NA,25,NA,110,NA,34,NA,8,NA,21,NA,198,0,198
03,Baltimore City,027-004,07,45,Clerk Circuit Court,Other Write-Ins,NA,NA,Y,0,NA,4,NA,1,NA,0,NA,0,NA,5,0,5
03,Baltimore City,027-004,07,45,Register of Wills,Belinda K. Conaway,DEM,Y,NA,26,NA,112,NA,37,NA,8,NA,25,NA,208,0,208
03,Baltimore City,027-004,07,45,Register of Wills,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,027-004,07,45,Judge Orphans' Court,"Charles ""Chuck"" Bernstein",DEM,Y,NA,21,NA,88,NA,30,NA,8,NA,15,NA,162,0,162
03,Baltimore City,027-004,07,45,Judge Orphans' Court,Lewyn Scott Garrett,DEM,Y,NA,23,NA,92,NA,30,NA,6,NA,15,NA,166,0,166
03,Baltimore City,027-004,07,45,Judge Orphans' Court,Michele E. Loewenthal,DEM,Y,NA,23,NA,93,NA,30,NA,6,NA,15,NA,167,0,167
03,Baltimore City,027-004,07,45,Judge Orphans' Court,Other Write-Ins,NA,NA,Y,0,NA,3,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,027-004,07,45,Sheriff,Sam Cogen,DEM,Y,NA,30,NA,108,NA,37,NA,7,NA,24,NA,206,0,206
03,Baltimore City,027-004,07,45,Sheriff,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,027-004,07,45,Board of Ed at Large,April Christina Curley,NON,NA,NA,8,NA,48,NA,17,NA,2,NA,10,NA,85,0,85
03,Baltimore City,027-004,07,45,Board of Ed at Large,Ashley E. Esposito,NON,Y,NA,19,NA,66,NA,21,NA,6,NA,13,NA,125,0,125
03,Baltimore City,027-004,07,45,Board of Ed at Large,Salimah Jasani,NON,NA,NA,17,NA,54,NA,18,NA,2,NA,11,NA,102,0,102
03,Baltimore City,027-004,07,45,Board of Ed at Large,Kwame Kenyatta-Bey,NON,Y,NA,11,NA,38,NA,11,NA,3,NA,6,NA,69,0,69
03,Baltimore City,027-004,07,45,Board of Ed at Large,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,027-005,07,45,Governor / Lt. Governor,Dan Cox and Gordana Schifanelli,REP,NA,NA,15,NA,61,NA,20,NA,0,NA,2,NA,98,0,98
03,Baltimore City,027-005,07,45,Governor / Lt. Governor,Wes Moore and Aruna Miller,DEM,Y,NA,130,NA,443,NA,198,NA,24,NA,92,NA,887,0,887
03,Baltimore City,027-005,07,45,Governor / Lt. Governor,David Lashar and Christiana Logansmith,LIB,NA,NA,2,NA,6,NA,4,NA,0,NA,3,NA,15,0,15
03,Baltimore City,027-005,07,45,Governor / Lt. Governor,Nancy Wallace and Patrick Elder,GRN,NA,NA,1,NA,4,NA,2,NA,0,NA,0,NA,7,0,7
03,Baltimore City,027-005,07,45,Governor / Lt. Governor,David Harding and Cathy White,WCP,NA,NA,2,NA,10,NA,4,NA,1,NA,1,NA,18,0,18
03,Baltimore City,027-005,07,45,Governor / Lt. Governor,Kyle Sefcik and Katie Lee,UNA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,027-005,07,45,Governor / Lt. Governor,Other Write-Ins,NA,NA,Y,1,NA,0,NA,0,NA,0,NA,1,NA,2,0,2
03,Baltimore City,027-005,07,45,Comptroller,Barry Glassman,REP,NA,NA,24,NA,92,NA,36,NA,1,NA,7,NA,160,0,160
03,Baltimore City,027-005,07,45,Comptroller,Brooke Elizabeth Lierman,DEM,Y,NA,130,NA,430,NA,191,NA,21,NA,92,NA,864,0,864
03,Baltimore City,027-005,07,45,Comptroller,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,1,NA,1,0,1
03,Baltimore City,027-005,07,45,Attorney General,Michael Anthony Peroutka,REP,NA,NA,18,NA,74,NA,30,NA,1,NA,5,NA,128,0,128
03,Baltimore City,027-005,07,45,Attorney General,Anthony G. Brown,DEM,Y,NA,132,NA,444,NA,198,NA,23,NA,96,NA,893,0,893
03,Baltimore City,027-005,07,45,Attorney General,Other Write-Ins,NA,NA,Y,1,NA,2,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,027-005,07,45,U.S. Senator,Chris Chaffee,REP,NA,NA,17,NA,73,NA,23,NA,0,NA,3,NA,116,0,116
03,Baltimore City,027-005,07,45,U.S. Senator,Chris Van Hollen,DEM,Y,NA,134,NA,448,NA,203,NA,23,NA,96,NA,904,0,904
03,Baltimore City,027-005,07,45,U.S. Senator,Scottie Griffin,DEM,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,027-005,07,45,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,027-005,07,45,U.S. Senator,Other Write-Ins,NA,NA,Y,1,NA,0,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,027-005,07,45,U.S. Congress,Scott M. Collier,REP,NA,NA,17,NA,76,NA,30,NA,0,NA,4,NA,127,0,127
03,Baltimore City,027-005,07,45,U.S. Congress,Kweisi Mfume,DEM,Y,NA,134,NA,446,NA,197,NA,25,NA,95,NA,897,0,897
03,Baltimore City,027-005,07,45,U.S. Congress,Other Write-Ins,NA,NA,Y,2,NA,1,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,027-005,07,45,State Senator,Cory V. McCray,DEM,Y,NA,138,NA,453,NA,197,NA,20,NA,90,NA,898,0,898
03,Baltimore City,027-005,07,45,State Senator,Other Write-Ins,NA,NA,Y,4,NA,7,NA,0,NA,0,NA,0,NA,11,0,11
03,Baltimore City,027-005,07,45,House of Delegates,Antonio Barboza,REP,NA,NA,27,NA,96,NA,31,NA,0,NA,6,NA,160,0,160
03,Baltimore City,027-005,07,45,House of Delegates,Jackie Addison,DEM,Y,NA,116,NA,354,NA,172,NA,16,NA,81,NA,739,0,739
03,Baltimore City,027-005,07,45,House of Delegates,Stephanie Smith,DEM,Y,NA,116,NA,377,NA,178,NA,17,NA,83,NA,771,0,771
03,Baltimore City,027-005,07,45,House of Delegates,Caylin Young,DEM,Y,NA,123,NA,371,NA,180,NA,16,NA,83,NA,773,0,773
03,Baltimore City,027-005,07,45,House of Delegates,Other Write-Ins,NA,NA,Y,2,NA,6,NA,0,NA,0,NA,0,NA,8,0,8
03,Baltimore City,027-005,07,45,Judge Circuit Court,Erik Atas,JUD,Y,NA,74,NA,246,NA,106,NA,8,NA,45,NA,479,0,479
03,Baltimore City,027-005,07,45,Judge Circuit Court,Charles Mario Blomquist,JUD,Y,NA,72,NA,258,NA,96,NA,11,NA,44,NA,481,0,481
03,Baltimore City,027-005,07,45,Judge Circuit Court,Myshala E. Middleton,JUD,Y,NA,103,NA,326,NA,121,NA,10,NA,60,NA,620,0,620
03,Baltimore City,027-005,07,45,Judge Circuit Court,Barry G. Williams,JUD,Y,NA,91,NA,285,NA,113,NA,10,NA,49,NA,548,0,548
03,Baltimore City,027-005,07,45,Judge Circuit Court,Other Write-Ins,NA,NA,Y,3,NA,4,NA,5,NA,0,NA,0,NA,12,0,12
03,Baltimore City,027-005,07,45,Judge Spec Appeal at Lg,Stuart R. Berger,JUD,Y,NA,90,35,304,112,128,26,14,4,53,15,589,192,781
03,Baltimore City,027-005,07,45,Judge Spec Appeal at Lg,Terrence M. R. Zic,JUD,Y,NA,88,34,308,105,121,31,13,5,48,19,578,194,772
03,Baltimore City,027-005,07,45,State's Attorney,Ivan Bates,DEM,Y,NA,131,NA,464,NA,200,NA,20,NA,87,NA,902,0,902
03,Baltimore City,027-005,07,45,State's Attorney,Other Write-Ins,NA,NA,Y,7,NA,9,NA,1,NA,0,NA,2,NA,19,0,19
03,Baltimore City,027-005,07,45,Clerk Circuit Court,Xavier A. Conaway,DEM,Y,NA,127,NA,420,NA,180,NA,19,NA,80,NA,826,0,826
03,Baltimore City,027-005,07,45,Clerk Circuit Court,Other Write-Ins,NA,NA,Y,5,NA,9,NA,1,NA,0,NA,1,NA,16,0,16
03,Baltimore City,027-005,07,45,Register of Wills,Belinda K. Conaway,DEM,Y,NA,130,NA,429,NA,178,NA,18,NA,85,NA,840,0,840
03,Baltimore City,027-005,07,45,Register of Wills,Other Write-Ins,NA,NA,Y,2,NA,6,NA,1,NA,1,NA,1,NA,11,0,11
03,Baltimore City,027-005,07,45,Judge Orphans' Court,"Charles ""Chuck"" Bernstein",DEM,Y,NA,108,NA,342,NA,145,NA,14,NA,68,NA,677,0,677
03,Baltimore City,027-005,07,45,Judge Orphans' Court,Lewyn Scott Garrett,DEM,Y,NA,108,NA,333,NA,146,NA,12,NA,67,NA,666,0,666
03,Baltimore City,027-005,07,45,Judge Orphans' Court,Michele E. Loewenthal,DEM,Y,NA,106,NA,334,NA,150,NA,13,NA,72,NA,675,0,675
03,Baltimore City,027-005,07,45,Judge Orphans' Court,Other Write-Ins,NA,NA,Y,2,NA,9,NA,3,NA,0,NA,0,NA,14,0,14
03,Baltimore City,027-005,07,45,Sheriff,Sam Cogen,DEM,Y,NA,123,NA,429,NA,182,NA,18,NA,76,NA,828,0,828
03,Baltimore City,027-005,07,45,Sheriff,Other Write-Ins,NA,NA,Y,4,NA,4,NA,2,NA,0,NA,1,NA,11,0,11
03,Baltimore City,027-005,07,45,Board of Ed at Large,April Christina Curley,NON,NA,NA,61,NA,145,NA,63,NA,9,NA,27,NA,305,0,305
03,Baltimore City,027-005,07,45,Board of Ed at Large,Ashley E. Esposito,NON,Y,NA,61,NA,237,NA,94,NA,9,NA,50,NA,451,0,451
03,Baltimore City,027-005,07,45,Board of Ed at Large,Salimah Jasani,NON,NA,NA,40,NA,174,NA,66,NA,3,NA,44,NA,327,0,327
03,Baltimore City,027-005,07,45,Board of Ed at Large,Kwame Kenyatta-Bey,NON,Y,NA,77,NA,182,NA,72,NA,9,NA,17,NA,357,0,357
03,Baltimore City,027-005,07,45,Board of Ed at Large,Other Write-Ins,NA,NA,Y,2,NA,2,NA,2,NA,0,NA,0,NA,6,0,6
03,Baltimore City,027-006,07,45,Governor / Lt. Governor,Dan Cox and Gordana Schifanelli,REP,NA,NA,19,NA,38,NA,16,NA,1,NA,3,NA,77,0,77
03,Baltimore City,027-006,07,45,Governor / Lt. Governor,Wes Moore and Aruna Miller,DEM,Y,NA,217,NA,451,NA,206,NA,10,NA,75,NA,959,0,959
03,Baltimore City,027-006,07,45,Governor / Lt. Governor,David Lashar and Christiana Logansmith,LIB,NA,NA,0,NA,6,NA,3,NA,0,NA,1,NA,10,0,10
03,Baltimore City,027-006,07,45,Governor / Lt. Governor,Nancy Wallace and Patrick Elder,GRN,NA,NA,1,NA,6,NA,1,NA,0,NA,3,NA,11,0,11
03,Baltimore City,027-006,07,45,Governor / Lt. Governor,David Harding and Cathy White,WCP,NA,NA,3,NA,7,NA,4,NA,0,NA,0,NA,14,0,14
03,Baltimore City,027-006,07,45,Governor / Lt. Governor,Kyle Sefcik and Katie Lee,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,027-006,07,45,Governor / Lt. Governor,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,027-006,07,45,Comptroller,Barry Glassman,REP,NA,NA,22,NA,62,NA,27,NA,1,NA,12,NA,124,0,124
03,Baltimore City,027-006,07,45,Comptroller,Brooke Elizabeth Lierman,DEM,Y,NA,214,NA,448,NA,202,NA,8,NA,73,NA,945,0,945
03,Baltimore City,027-006,07,45,Comptroller,Other Write-Ins,NA,NA,Y,0,NA,2,NA,2,NA,0,NA,0,NA,4,0,4
03,Baltimore City,027-006,07,45,Attorney General,Michael Anthony Peroutka,REP,NA,NA,19,NA,46,NA,20,NA,2,NA,3,NA,90,0,90
03,Baltimore City,027-006,07,45,Attorney General,Anthony G. Brown,DEM,Y,NA,214,NA,465,NA,212,NA,8,NA,80,NA,979,0,979
03,Baltimore City,027-006,07,45,Attorney General,Other Write-Ins,NA,NA,Y,0,NA,2,NA,1,NA,0,NA,0,NA,3,0,3
03,Baltimore City,027-006,07,45,U.S. Senator,Chris Chaffee,REP,NA,NA,20,NA,47,NA,16,NA,1,NA,4,NA,88,0,88
03,Baltimore City,027-006,07,45,U.S. Senator,Chris Van Hollen,DEM,Y,NA,218,NA,458,NA,214,NA,9,NA,80,NA,979,0,979
03,Baltimore City,027-006,07,45,U.S. Senator,Scottie Griffin,DEM,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,027-006,07,45,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,027-006,07,45,U.S. Senator,Other Write-Ins,NA,NA,Y,0,NA,5,NA,1,NA,0,NA,0,NA,6,0,6
03,Baltimore City,027-006,07,45,U.S. Congress,Scott M. Collier,REP,NA,NA,22,NA,48,NA,16,NA,1,NA,4,NA,91,0,91
03,Baltimore City,027-006,07,45,U.S. Congress,Kweisi Mfume,DEM,Y,NA,216,NA,459,NA,215,NA,8,NA,80,NA,978,0,978
03,Baltimore City,027-006,07,45,U.S. Congress,Other Write-Ins,NA,NA,Y,0,NA,3,NA,1,NA,0,NA,0,NA,4,0,4
03,Baltimore City,027-006,07,45,State Senator,Cory V. McCray,DEM,Y,NA,218,NA,477,NA,216,NA,1,NA,72,NA,984,0,984
03,Baltimore City,027-006,07,45,State Senator,Other Write-Ins,NA,NA,Y,1,NA,3,NA,2,NA,0,NA,1,NA,7,0,7
03,Baltimore City,027-006,07,45,House of Delegates,Antonio Barboza,REP,NA,NA,25,NA,67,NA,26,NA,0,NA,5,NA,123,0,123
03,Baltimore City,027-006,07,45,House of Delegates,Jackie Addison,DEM,Y,NA,183,NA,362,NA,191,NA,1,NA,71,NA,808,0,808
03,Baltimore City,027-006,07,45,House of Delegates,Stephanie Smith,DEM,Y,NA,192,NA,376,NA,189,NA,0,NA,71,NA,828,0,828
03,Baltimore City,027-006,07,45,House of Delegates,Caylin Young,DEM,Y,NA,181,NA,356,NA,187,NA,0,NA,69,NA,793,0,793
03,Baltimore City,027-006,07,45,House of Delegates,Other Write-Ins,NA,NA,Y,0,NA,7,NA,1,NA,0,NA,0,NA,8,0,8
03,Baltimore City,027-006,07,45,Judge Circuit Court,Erik Atas,JUD,Y,NA,123,NA,224,NA,137,NA,2,NA,44,NA,530,0,530
03,Baltimore City,027-006,07,45,Judge Circuit Court,Charles Mario Blomquist,JUD,Y,NA,122,NA,223,NA,126,NA,2,NA,43,NA,516,0,516
03,Baltimore City,027-006,07,45,Judge Circuit Court,Myshala E. Middleton,JUD,Y,NA,165,NA,329,NA,158,NA,3,NA,56,NA,711,0,711
03,Baltimore City,027-006,07,45,Judge Circuit Court,Barry G. Williams,JUD,Y,NA,157,NA,288,NA,160,NA,4,NA,51,NA,660,0,660
03,Baltimore City,027-006,07,45,Judge Circuit Court,Other Write-Ins,NA,NA,Y,3,NA,14,NA,2,NA,0,NA,1,NA,20,0,20
03,Baltimore City,027-006,07,45,Judge Spec Appeal at Lg,Stuart R. Berger,JUD,Y,NA,161,44,307,129,171,27,3,3,54,13,696,216,912
03,Baltimore City,027-006,07,45,Judge Spec Appeal at Lg,Terrence M. R. Zic,JUD,Y,NA,154,47,300,126,157,37,3,3,51,14,665,227,892
03,Baltimore City,027-006,07,45,State's Attorney,Ivan Bates,DEM,Y,NA,220,NA,472,NA,211,NA,6,NA,72,NA,981,0,981
03,Baltimore City,027-006,07,45,State's Attorney,Other Write-Ins,NA,NA,Y,4,NA,5,NA,5,NA,0,NA,2,NA,16,0,16
03,Baltimore City,027-006,07,45,Clerk Circuit Court,Xavier A. Conaway,DEM,Y,NA,213,NA,456,NA,203,NA,7,NA,67,NA,946,0,946
03,Baltimore City,027-006,07,45,Clerk Circuit Court,Other Write-Ins,NA,NA,Y,0,NA,4,NA,2,NA,0,NA,2,NA,8,0,8
03,Baltimore City,027-006,07,45,Register of Wills,Belinda K. Conaway,DEM,Y,NA,216,NA,459,NA,207,NA,7,NA,69,NA,958,0,958
03,Baltimore City,027-006,07,45,Register of Wills,Other Write-Ins,NA,NA,Y,1,NA,3,NA,3,NA,0,NA,0,NA,7,0,7
03,Baltimore City,027-006,07,45,Judge Orphans' Court,"Charles ""Chuck"" Bernstein",DEM,Y,NA,173,NA,338,NA,177,NA,4,NA,65,NA,757,0,757
03,Baltimore City,027-006,07,45,Judge Orphans' Court,Lewyn Scott Garrett,DEM,Y,NA,182,NA,340,NA,178,NA,4,NA,63,NA,767,0,767
03,Baltimore City,027-006,07,45,Judge Orphans' Court,Michele E. Loewenthal,DEM,Y,NA,176,NA,347,NA,186,NA,3,NA,67,NA,779,0,779
03,Baltimore City,027-006,07,45,Judge Orphans' Court,Other Write-Ins,NA,NA,Y,4,NA,7,NA,1,NA,0,NA,1,NA,13,0,13
03,Baltimore City,027-006,07,45,Sheriff,Sam Cogen,DEM,Y,NA,203,NA,443,NA,200,NA,7,NA,67,NA,920,0,920
03,Baltimore City,027-006,07,45,Sheriff,Other Write-Ins,NA,NA,Y,3,NA,6,NA,1,NA,0,NA,0,NA,10,0,10
03,Baltimore City,027-006,07,45,Board of Ed at Large,April Christina Curley,NON,NA,NA,77,NA,145,NA,104,NA,1,NA,23,NA,350,0,350
03,Baltimore City,027-006,07,45,Board of Ed at Large,Ashley E. Esposito,NON,Y,NA,87,NA,218,NA,86,NA,4,NA,43,NA,438,0,438
03,Baltimore City,027-006,07,45,Board of Ed at Large,Salimah Jasani,NON,NA,NA,72,NA,157,NA,56,NA,2,NA,24,NA,311,0,311
03,Baltimore City,027-006,07,45,Board of Ed at Large,Kwame Kenyatta-Bey,NON,Y,NA,138,NA,228,NA,96,NA,3,NA,35,NA,500,0,500
03,Baltimore City,027-006,07,45,Board of Ed at Large,Other Write-Ins,NA,NA,Y,1,NA,2,NA,1,NA,0,NA,0,NA,4,0,4
03,Baltimore City,027-007,07,45,Governor / Lt. Governor,Dan Cox and Gordana Schifanelli,REP,NA,NA,8,NA,17,NA,11,NA,1,NA,1,NA,38,0,38
03,Baltimore City,027-007,07,45,Governor / Lt. Governor,Wes Moore and Aruna Miller,DEM,Y,NA,56,NA,141,NA,79,NA,12,NA,20,NA,308,0,308
03,Baltimore City,027-007,07,45,Governor / Lt. Governor,David Lashar and Christiana Logansmith,LIB,NA,NA,0,NA,0,NA,2,NA,0,NA,1,NA,3,0,3
03,Baltimore City,027-007,07,45,Governor / Lt. Governor,Nancy Wallace and Patrick Elder,GRN,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,027-007,07,45,Governor / Lt. Governor,David Harding and Cathy White,WCP,NA,NA,0,NA,3,NA,2,NA,0,NA,0,NA,5,0,5
03,Baltimore City,027-007,07,45,Governor / Lt. Governor,Kyle Sefcik and Katie Lee,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,027-007,07,45,Governor / Lt. Governor,Other Write-Ins,NA,NA,Y,0,NA,2,NA,1,NA,0,NA,0,NA,3,0,3
03,Baltimore City,027-007,07,45,Comptroller,Barry Glassman,REP,NA,NA,9,NA,26,NA,12,NA,1,NA,1,NA,49,0,49
03,Baltimore City,027-007,07,45,Comptroller,Brooke Elizabeth Lierman,DEM,Y,NA,52,NA,134,NA,86,NA,14,NA,20,NA,306,0,306
03,Baltimore City,027-007,07,45,Comptroller,Other Write-Ins,NA,NA,Y,0,NA,2,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,027-007,07,45,Attorney General,Michael Anthony Peroutka,REP,NA,NA,7,NA,20,NA,10,NA,0,NA,1,NA,38,0,38
03,Baltimore City,027-007,07,45,Attorney General,Anthony G. Brown,DEM,Y,NA,56,NA,137,NA,88,NA,15,NA,20,NA,316,0,316
03,Baltimore City,027-007,07,45,Attorney General,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,027-007,07,45,U.S. Senator,Chris Chaffee,REP,NA,NA,6,NA,19,NA,11,NA,2,NA,1,NA,39,0,39
03,Baltimore City,027-007,07,45,U.S. Senator,Chris Van Hollen,DEM,Y,NA,56,NA,140,NA,87,NA,13,NA,21,NA,317,0,317
03,Baltimore City,027-007,07,45,U.S. Senator,Scottie Griffin,DEM,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,027-007,07,45,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,027-007,07,45,U.S. Senator,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,027-007,07,45,U.S. Congress,Scott M. Collier,REP,NA,NA,8,NA,21,NA,12,NA,1,NA,1,NA,43,0,43
03,Baltimore City,027-007,07,45,U.S. Congress,Kweisi Mfume,DEM,Y,NA,56,NA,135,NA,85,NA,15,NA,21,NA,312,0,312
03,Baltimore City,027-007,07,45,U.S. Congress,Other Write-Ins,NA,NA,Y,0,NA,2,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,027-007,07,45,State Senator,Cory V. McCray,DEM,Y,NA,55,NA,140,NA,87,NA,15,NA,21,NA,318,0,318
03,Baltimore City,027-007,07,45,State Senator,Other Write-Ins,NA,NA,Y,0,NA,2,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,027-007,07,45,House of Delegates,Antonio Barboza,REP,NA,NA,8,NA,28,NA,16,NA,3,NA,1,NA,56,0,56
