County,County Name,Precinct,Congressional,Legislative,Office Name,Candidate Name,Party,Winner,Write-In?,Early Votes for Candidate,Early Votes Against,Election Night Votes for Candidate,Election Night Votes Against,Mail-In Ballot 1 Votes for Candidate,Mail-In Ballot 1 Votes Against,Provisional Votes for Candidate,Provisional Votes Against,Mail-In Ballot 2 Votes for Candidate,Mail-In Ballot 2 Votes Against,Total Votes For Candidate,Total Votes Against,Total Votes Cast
03,Baltimore City,015-004,07,40,Judge Circuit Court,Charles Mario Blomquist,JUD,Y,NA,47,NA,77,NA,51,NA,4,NA,17,NA,196,0,196
03,Baltimore City,015-004,07,40,Judge Circuit Court,Myshala E. Middleton,JUD,Y,NA,62,NA,100,NA,65,NA,5,NA,21,NA,253,0,253
03,Baltimore City,015-004,07,40,Judge Circuit Court,Barry G. Williams,JUD,Y,NA,60,NA,94,NA,62,NA,7,NA,22,NA,245,0,245
03,Baltimore City,015-004,07,40,Judge Circuit Court,Other Write-Ins,NA,NA,Y,0,NA,1,NA,3,NA,0,NA,0,NA,4,0,4
03,Baltimore City,015-004,07,40,Judge Spec Appeal at Lg,Stuart R. Berger,JUD,Y,NA,58,10,94,27,66,8,6,3,21,4,245,52,297
03,Baltimore City,015-004,07,40,Judge Spec Appeal at Lg,Terrence M. R. Zic,JUD,Y,NA,58,8,96,20,62,11,7,3,19,5,242,47,289
03,Baltimore City,015-004,07,40,State's Attorney,Ivan Bates,DEM,Y,NA,81,NA,138,NA,82,NA,9,NA,25,NA,335,0,335
03,Baltimore City,015-004,07,40,State's Attorney,Other Write-Ins,NA,NA,Y,0,NA,5,NA,2,NA,0,NA,0,NA,7,0,7
03,Baltimore City,015-004,07,40,Clerk Circuit Court,Xavier A. Conaway,DEM,Y,NA,74,NA,133,NA,85,NA,8,NA,26,NA,326,0,326
03,Baltimore City,015-004,07,40,Clerk Circuit Court,Other Write-Ins,NA,NA,Y,0,NA,3,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,015-004,07,40,Register of Wills,Belinda K. Conaway,DEM,Y,NA,77,NA,140,NA,85,NA,8,NA,26,NA,336,0,336
03,Baltimore City,015-004,07,40,Register of Wills,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-004,07,40,Judge Orphans' Court,"Charles ""Chuck"" Bernstein",DEM,Y,NA,64,NA,99,NA,71,NA,9,NA,24,NA,267,0,267
03,Baltimore City,015-004,07,40,Judge Orphans' Court,Lewyn Scott Garrett,DEM,Y,NA,61,NA,97,NA,69,NA,8,NA,22,NA,257,0,257
03,Baltimore City,015-004,07,40,Judge Orphans' Court,Michele E. Loewenthal,DEM,Y,NA,62,NA,98,NA,68,NA,8,NA,24,NA,260,0,260
03,Baltimore City,015-004,07,40,Judge Orphans' Court,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-004,07,40,Sheriff,Sam Cogen,DEM,Y,NA,74,NA,123,NA,81,NA,9,NA,23,NA,310,0,310
03,Baltimore City,015-004,07,40,Sheriff,Other Write-Ins,NA,NA,Y,0,NA,3,NA,1,NA,0,NA,0,NA,4,0,4
03,Baltimore City,015-004,07,40,Board of Ed at Large,April Christina Curley,NON,NA,NA,26,NA,56,NA,38,NA,4,NA,9,NA,133,0,133
03,Baltimore City,015-004,07,40,Board of Ed at Large,Ashley E. Esposito,NON,Y,NA,28,NA,55,NA,25,NA,4,NA,10,NA,122,0,122
03,Baltimore City,015-004,07,40,Board of Ed at Large,Salimah Jasani,NON,NA,NA,23,NA,36,NA,20,NA,3,NA,4,NA,86,0,86
03,Baltimore City,015-004,07,40,Board of Ed at Large,Kwame Kenyatta-Bey,NON,Y,NA,54,NA,70,NA,46,NA,5,NA,16,NA,191,0,191
03,Baltimore City,015-004,07,40,Board of Ed at Large,Other Write-Ins,NA,NA,Y,1,NA,1,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,015-005,07,40,Governor / Lt. Governor,Dan Cox and Gordana Schifanelli,REP,NA,NA,3,NA,11,NA,0,NA,3,NA,0,NA,17,0,17
03,Baltimore City,015-005,07,40,Governor / Lt. Governor,Wes Moore and Aruna Miller,DEM,Y,NA,101,NA,221,NA,112,NA,31,NA,38,NA,503,0,503
03,Baltimore City,015-005,07,40,Governor / Lt. Governor,David Lashar and Christiana Logansmith,LIB,NA,NA,0,NA,2,NA,0,NA,0,NA,2,NA,4,0,4
03,Baltimore City,015-005,07,40,Governor / Lt. Governor,Nancy Wallace and Patrick Elder,GRN,NA,NA,2,NA,2,NA,0,NA,1,NA,0,NA,5,0,5
03,Baltimore City,015-005,07,40,Governor / Lt. Governor,David Harding and Cathy White,WCP,NA,NA,1,NA,2,NA,3,NA,0,NA,0,NA,6,0,6
03,Baltimore City,015-005,07,40,Governor / Lt. Governor,Kyle Sefcik and Katie Lee,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-005,07,40,Governor / Lt. Governor,Other Write-Ins,NA,NA,Y,0,NA,0,NA,1,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-005,07,40,Comptroller,Barry Glassman,REP,NA,NA,4,NA,20,NA,4,NA,4,NA,4,NA,36,0,36
03,Baltimore City,015-005,07,40,Comptroller,Brooke Elizabeth Lierman,DEM,Y,NA,97,NA,209,NA,114,NA,31,NA,36,NA,487,0,487
03,Baltimore City,015-005,07,40,Comptroller,Other Write-Ins,NA,NA,Y,1,NA,1,NA,0,NA,0,NA,1,NA,3,0,3
03,Baltimore City,015-005,07,40,Attorney General,Michael Anthony Peroutka,REP,NA,NA,2,NA,12,NA,1,NA,4,NA,1,NA,20,0,20
03,Baltimore City,015-005,07,40,Attorney General,Anthony G. Brown,DEM,Y,NA,104,NA,225,NA,116,NA,29,NA,41,NA,515,0,515
03,Baltimore City,015-005,07,40,Attorney General,Other Write-Ins,NA,NA,Y,0,NA,0,NA,1,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-005,07,40,U.S. Senator,Chris Chaffee,REP,NA,NA,1,NA,13,NA,1,NA,6,NA,0,NA,21,0,21
03,Baltimore City,015-005,07,40,U.S. Senator,Chris Van Hollen,DEM,Y,NA,102,NA,221,NA,118,NA,29,NA,39,NA,509,0,509
03,Baltimore City,015-005,07,40,U.S. Senator,Scottie Griffin,DEM,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-005,07,40,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-005,07,40,U.S. Senator,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-005,07,40,U.S. Congress,Scott M. Collier,REP,NA,NA,2,NA,13,NA,1,NA,5,NA,1,NA,22,0,22
03,Baltimore City,015-005,07,40,U.S. Congress,Kweisi Mfume,DEM,Y,NA,102,NA,220,NA,115,NA,27,NA,40,NA,504,0,504
03,Baltimore City,015-005,07,40,U.S. Congress,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-005,07,40,State Senator,Christopher Anderson,REP,NA,NA,2,NA,10,NA,4,NA,1,NA,2,NA,19,0,19
03,Baltimore City,015-005,07,40,State Senator,Antonio Hayes,DEM,Y,NA,99,NA,222,NA,112,NA,18,NA,38,NA,489,0,489
03,Baltimore City,015-005,07,40,State Senator,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-005,07,40,House of Delegates,Zulieka A. Baysmore,REP,NA,NA,8,NA,25,NA,7,NA,2,NA,2,NA,44,0,44
03,Baltimore City,015-005,07,40,House of Delegates,Marlon D. Amprey,DEM,Y,NA,76,NA,170,NA,100,NA,14,NA,32,NA,392,0,392
03,Baltimore City,015-005,07,40,House of Delegates,"Frank M. Conaway, Jr.",DEM,Y,NA,80,NA,179,NA,92,NA,13,NA,30,NA,394,0,394
03,Baltimore City,015-005,07,40,House of Delegates,Melissa Wells,DEM,Y,NA,79,NA,177,NA,103,NA,15,NA,28,NA,402,0,402
03,Baltimore City,015-005,07,40,House of Delegates,Other Write-Ins,NA,NA,Y,2,NA,6,NA,0,NA,0,NA,0,NA,8,0,8
03,Baltimore City,015-005,07,40,Judge Circuit Court,Erik Atas,JUD,Y,NA,60,NA,133,NA,70,NA,11,NA,20,NA,294,0,294
03,Baltimore City,015-005,07,40,Judge Circuit Court,Charles Mario Blomquist,JUD,Y,NA,60,NA,124,NA,65,NA,11,NA,20,NA,280,0,280
03,Baltimore City,015-005,07,40,Judge Circuit Court,Myshala E. Middleton,JUD,Y,NA,74,NA,179,NA,89,NA,19,NA,26,NA,387,0,387
03,Baltimore City,015-005,07,40,Judge Circuit Court,Barry G. Williams,JUD,Y,NA,65,NA,164,NA,82,NA,11,NA,23,NA,345,0,345
03,Baltimore City,015-005,07,40,Judge Circuit Court,Other Write-Ins,NA,NA,Y,3,NA,3,NA,0,NA,0,NA,0,NA,6,0,6
03,Baltimore City,015-005,07,40,Judge Spec Appeal at Lg,Stuart R. Berger,JUD,Y,NA,67,23,166,52,89,13,18,8,26,5,366,101,467
03,Baltimore City,015-005,07,40,Judge Spec Appeal at Lg,Terrence M. R. Zic,JUD,Y,NA,73,14,163,49,78,14,15,11,26,4,355,92,447
03,Baltimore City,015-005,07,40,State's Attorney,Ivan Bates,DEM,Y,NA,101,NA,222,NA,112,NA,31,NA,34,NA,500,0,500
03,Baltimore City,015-005,07,40,State's Attorney,Other Write-Ins,NA,NA,Y,2,NA,5,NA,3,NA,0,NA,0,NA,10,0,10
03,Baltimore City,015-005,07,40,Clerk Circuit Court,Xavier A. Conaway,DEM,Y,NA,88,NA,207,NA,102,NA,26,NA,30,NA,453,0,453
03,Baltimore City,015-005,07,40,Clerk Circuit Court,Other Write-Ins,NA,NA,Y,4,NA,2,NA,4,NA,0,NA,0,NA,10,0,10
03,Baltimore City,015-005,07,40,Register of Wills,Belinda K. Conaway,DEM,Y,NA,90,NA,213,NA,106,NA,27,NA,32,NA,468,0,468
03,Baltimore City,015-005,07,40,Register of Wills,Other Write-Ins,NA,NA,Y,2,NA,1,NA,3,NA,0,NA,0,NA,6,0,6
03,Baltimore City,015-005,07,40,Judge Orphans' Court,"Charles ""Chuck"" Bernstein",DEM,Y,NA,79,NA,174,NA,92,NA,18,NA,24,NA,387,0,387
03,Baltimore City,015-005,07,40,Judge Orphans' Court,Lewyn Scott Garrett,DEM,Y,NA,80,NA,183,NA,99,NA,19,NA,30,NA,411,0,411
03,Baltimore City,015-005,07,40,Judge Orphans' Court,Michele E. Loewenthal,DEM,Y,NA,78,NA,175,NA,88,NA,14,NA,26,NA,381,0,381
03,Baltimore City,015-005,07,40,Judge Orphans' Court,Other Write-Ins,NA,NA,Y,1,NA,0,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-005,07,40,Sheriff,Sam Cogen,DEM,Y,NA,86,NA,202,NA,102,NA,25,NA,31,NA,446,0,446
03,Baltimore City,015-005,07,40,Sheriff,Other Write-Ins,NA,NA,Y,2,NA,1,NA,4,NA,0,NA,0,NA,7,0,7
03,Baltimore City,015-005,07,40,Board of Ed at Large,April Christina Curley,NON,NA,NA,21,NA,83,NA,47,NA,6,NA,12,NA,169,0,169
03,Baltimore City,015-005,07,40,Board of Ed at Large,Ashley E. Esposito,NON,Y,NA,43,NA,70,NA,43,NA,10,NA,11,NA,177,0,177
03,Baltimore City,015-005,07,40,Board of Ed at Large,Salimah Jasani,NON,NA,NA,37,NA,76,NA,34,NA,9,NA,12,NA,168,0,168
03,Baltimore City,015-005,07,40,Board of Ed at Large,Kwame Kenyatta-Bey,NON,Y,NA,60,NA,135,NA,72,NA,11,NA,26,NA,304,0,304
03,Baltimore City,015-005,07,40,Board of Ed at Large,Other Write-Ins,NA,NA,Y,0,NA,1,NA,1,NA,0,NA,0,NA,2,0,2
03,Baltimore City,015-006,07,40,Governor / Lt. Governor,Dan Cox and Gordana Schifanelli,REP,NA,NA,4,NA,6,NA,0,NA,2,NA,0,NA,12,0,12
03,Baltimore City,015-006,07,40,Governor / Lt. Governor,Wes Moore and Aruna Miller,DEM,Y,NA,109,NA,273,NA,111,NA,23,NA,25,NA,541,0,541
03,Baltimore City,015-006,07,40,Governor / Lt. Governor,David Lashar and Christiana Logansmith,LIB,NA,NA,1,NA,1,NA,1,NA,0,NA,0,NA,3,0,3
03,Baltimore City,015-006,07,40,Governor / Lt. Governor,Nancy Wallace and Patrick Elder,GRN,NA,NA,2,NA,0,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,015-006,07,40,Governor / Lt. Governor,David Harding and Cathy White,WCP,NA,NA,0,NA,3,NA,0,NA,1,NA,0,NA,4,0,4
03,Baltimore City,015-006,07,40,Governor / Lt. Governor,Kyle Sefcik and Katie Lee,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-006,07,40,Governor / Lt. Governor,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-006,07,40,Comptroller,Barry Glassman,REP,NA,NA,12,NA,11,NA,8,NA,3,NA,1,NA,35,0,35
03,Baltimore City,015-006,07,40,Comptroller,Brooke Elizabeth Lierman,DEM,Y,NA,104,NA,269,NA,104,NA,25,NA,24,NA,526,0,526
03,Baltimore City,015-006,07,40,Comptroller,Other Write-Ins,NA,NA,Y,0,NA,0,NA,1,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-006,07,40,Attorney General,Michael Anthony Peroutka,REP,NA,NA,4,NA,7,NA,0,NA,2,NA,0,NA,13,0,13
03,Baltimore City,015-006,07,40,Attorney General,Anthony G. Brown,DEM,Y,NA,112,NA,271,NA,114,NA,26,NA,25,NA,548,0,548
03,Baltimore City,015-006,07,40,Attorney General,Other Write-Ins,NA,NA,Y,0,NA,1,NA,1,NA,0,NA,0,NA,2,0,2
03,Baltimore City,015-006,07,40,U.S. Senator,Chris Chaffee,REP,NA,NA,5,NA,6,NA,0,NA,2,NA,0,NA,13,0,13
03,Baltimore City,015-006,07,40,U.S. Senator,Chris Van Hollen,DEM,Y,NA,110,NA,270,NA,113,NA,26,NA,25,NA,544,0,544
03,Baltimore City,015-006,07,40,U.S. Senator,Scottie Griffin,DEM,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-006,07,40,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-006,07,40,U.S. Senator,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-006,07,40,U.S. Congress,Scott M. Collier,REP,NA,NA,3,NA,8,NA,1,NA,2,NA,0,NA,14,0,14
03,Baltimore City,015-006,07,40,U.S. Congress,Kweisi Mfume,DEM,Y,NA,113,NA,275,NA,113,NA,24,NA,25,NA,550,0,550
03,Baltimore City,015-006,07,40,U.S. Congress,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-006,07,40,State Senator,Christopher Anderson,REP,NA,NA,4,NA,8,NA,1,NA,0,NA,0,NA,13,0,13
03,Baltimore City,015-006,07,40,State Senator,Antonio Hayes,DEM,Y,NA,109,NA,273,NA,109,NA,19,NA,25,NA,535,0,535
03,Baltimore City,015-006,07,40,State Senator,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-006,07,40,House of Delegates,Zulieka A. Baysmore,REP,NA,NA,14,NA,20,NA,1,NA,1,NA,1,NA,37,0,37
03,Baltimore City,015-006,07,40,House of Delegates,Marlon D. Amprey,DEM,Y,NA,93,NA,207,NA,85,NA,11,NA,21,NA,417,0,417
03,Baltimore City,015-006,07,40,House of Delegates,"Frank M. Conaway, Jr.",DEM,Y,NA,99,NA,220,NA,92,NA,14,NA,24,NA,449,0,449
03,Baltimore City,015-006,07,40,House of Delegates,Melissa Wells,DEM,Y,NA,95,NA,226,NA,89,NA,14,NA,20,NA,444,0,444
03,Baltimore City,015-006,07,40,House of Delegates,Other Write-Ins,NA,NA,Y,2,NA,4,NA,2,NA,0,NA,0,NA,8,0,8
03,Baltimore City,015-006,07,40,Judge Circuit Court,Erik Atas,JUD,Y,NA,67,NA,138,NA,58,NA,9,NA,14,NA,286,0,286
03,Baltimore City,015-006,07,40,Judge Circuit Court,Charles Mario Blomquist,JUD,Y,NA,71,NA,143,NA,60,NA,10,NA,16,NA,300,0,300
03,Baltimore City,015-006,07,40,Judge Circuit Court,Myshala E. Middleton,JUD,Y,NA,89,NA,208,NA,72,NA,21,NA,16,NA,406,0,406
03,Baltimore City,015-006,07,40,Judge Circuit Court,Barry G. Williams,JUD,Y,NA,83,NA,176,NA,73,NA,14,NA,16,NA,362,0,362
03,Baltimore City,015-006,07,40,Judge Circuit Court,Other Write-Ins,NA,NA,Y,0,NA,1,NA,5,NA,0,NA,0,NA,6,0,6
03,Baltimore City,015-006,07,40,Judge Spec Appeal at Lg,Stuart R. Berger,JUD,Y,NA,84,20,191,63,87,8,17,6,20,2,399,99,498
03,Baltimore City,015-006,07,40,Judge Spec Appeal at Lg,Terrence M. R. Zic,JUD,Y,NA,84,16,197,53,84,11,16,6,18,3,399,89,488
03,Baltimore City,015-006,07,40,State's Attorney,Ivan Bates,DEM,Y,NA,111,NA,266,NA,104,NA,23,NA,25,NA,529,0,529
03,Baltimore City,015-006,07,40,State's Attorney,Other Write-Ins,NA,NA,Y,3,NA,6,NA,3,NA,1,NA,0,NA,13,0,13
03,Baltimore City,015-006,07,40,Clerk Circuit Court,Xavier A. Conaway,DEM,Y,NA,100,NA,257,NA,102,NA,22,NA,23,NA,504,0,504
03,Baltimore City,015-006,07,40,Clerk Circuit Court,Other Write-Ins,NA,NA,Y,5,NA,2,NA,0,NA,0,NA,2,NA,9,0,9
03,Baltimore City,015-006,07,40,Register of Wills,Belinda K. Conaway,DEM,Y,NA,104,NA,258,NA,103,NA,23,NA,24,NA,512,0,512
03,Baltimore City,015-006,07,40,Register of Wills,Other Write-Ins,NA,NA,Y,3,NA,3,NA,0,NA,0,NA,1,NA,7,0,7
03,Baltimore City,015-006,07,40,Judge Orphans' Court,"Charles ""Chuck"" Bernstein",DEM,Y,NA,97,NA,200,NA,79,NA,16,NA,23,NA,415,0,415
03,Baltimore City,015-006,07,40,Judge Orphans' Court,Lewyn Scott Garrett,DEM,Y,NA,96,NA,206,NA,82,NA,12,NA,22,NA,418,0,418
03,Baltimore City,015-006,07,40,Judge Orphans' Court,Michele E. Loewenthal,DEM,Y,NA,93,NA,208,NA,73,NA,17,NA,22,NA,413,0,413
03,Baltimore City,015-006,07,40,Judge Orphans' Court,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-006,07,40,Sheriff,Sam Cogen,DEM,Y,NA,105,NA,248,NA,98,NA,20,NA,22,NA,493,0,493
03,Baltimore City,015-006,07,40,Sheriff,Other Write-Ins,NA,NA,Y,1,NA,2,NA,0,NA,1,NA,1,NA,5,0,5
03,Baltimore City,015-006,07,40,Board of Ed at Large,April Christina Curley,NON,NA,NA,43,NA,83,NA,45,NA,9,NA,9,NA,189,0,189
03,Baltimore City,015-006,07,40,Board of Ed at Large,Ashley E. Esposito,NON,Y,NA,38,NA,120,NA,28,NA,12,NA,5,NA,203,0,203
03,Baltimore City,015-006,07,40,Board of Ed at Large,Salimah Jasani,NON,NA,NA,31,NA,84,NA,17,NA,5,NA,8,NA,145,0,145
03,Baltimore City,015-006,07,40,Board of Ed at Large,Kwame Kenyatta-Bey,NON,Y,NA,70,NA,134,NA,55,NA,10,NA,11,NA,280,0,280
03,Baltimore City,015-006,07,40,Board of Ed at Large,Other Write-Ins,NA,NA,Y,2,NA,1,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,015-007,07,41,Governor / Lt. Governor,Dan Cox and Gordana Schifanelli,REP,NA,NA,5,NA,11,NA,1,NA,0,NA,1,NA,18,0,18
03,Baltimore City,015-007,07,41,Governor / Lt. Governor,Wes Moore and Aruna Miller,DEM,Y,NA,63,NA,205,NA,75,NA,28,NA,18,NA,389,0,389
03,Baltimore City,015-007,07,41,Governor / Lt. Governor,David Lashar and Christiana Logansmith,LIB,NA,NA,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-007,07,41,Governor / Lt. Governor,Nancy Wallace and Patrick Elder,GRN,NA,NA,0,NA,3,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,015-007,07,41,Governor / Lt. Governor,David Harding and Cathy White,WCP,NA,NA,0,NA,4,NA,0,NA,1,NA,0,NA,5,0,5
03,Baltimore City,015-007,07,41,Governor / Lt. Governor,Kyle Sefcik and Katie Lee,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-007,07,41,Governor / Lt. Governor,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-007,07,41,Comptroller,Barry Glassman,REP,NA,NA,4,NA,19,NA,3,NA,2,NA,1,NA,29,0,29
03,Baltimore City,015-007,07,41,Comptroller,Brooke Elizabeth Lierman,DEM,Y,NA,64,NA,205,NA,73,NA,27,NA,19,NA,388,0,388
03,Baltimore City,015-007,07,41,Comptroller,Other Write-Ins,NA,NA,Y,0,NA,1,NA,1,NA,0,NA,0,NA,2,0,2
03,Baltimore City,015-007,07,41,Attorney General,Michael Anthony Peroutka,REP,NA,NA,2,NA,12,NA,1,NA,0,NA,1,NA,16,0,16
03,Baltimore City,015-007,07,41,Attorney General,Anthony G. Brown,DEM,Y,NA,68,NA,214,NA,77,NA,30,NA,19,NA,408,0,408
03,Baltimore City,015-007,07,41,Attorney General,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-007,07,41,U.S. Senator,Chris Chaffee,REP,NA,NA,3,NA,11,NA,1,NA,0,NA,1,NA,16,0,16
03,Baltimore City,015-007,07,41,U.S. Senator,Chris Van Hollen,DEM,Y,NA,63,NA,215,NA,77,NA,29,NA,18,NA,402,0,402
03,Baltimore City,015-007,07,41,U.S. Senator,Scottie Griffin,DEM,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-007,07,41,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-007,07,41,U.S. Senator,Other Write-Ins,NA,NA,Y,1,NA,0,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-007,07,41,U.S. Congress,Scott M. Collier,REP,NA,NA,5,NA,11,NA,0,NA,0,NA,1,NA,17,0,17
03,Baltimore City,015-007,07,41,U.S. Congress,Kweisi Mfume,DEM,Y,NA,63,NA,215,NA,79,NA,29,NA,19,NA,405,0,405
03,Baltimore City,015-007,07,41,U.S. Congress,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-007,07,41,State Senator,Jill P. Carter,DEM,Y,NA,65,NA,216,NA,73,NA,23,NA,19,NA,396,0,396
03,Baltimore City,015-007,07,41,State Senator,Other Write-Ins,NA,NA,Y,1,NA,2,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,015-007,07,41,House of Delegates,Scott Graham,REP,NA,NA,6,NA,22,NA,2,NA,1,NA,1,NA,32,0,32
03,Baltimore City,015-007,07,41,House of Delegates,Dalya Attar,DEM,Y,NA,56,NA,164,NA,69,NA,16,NA,16,NA,321,0,321
03,Baltimore City,015-007,07,41,House of Delegates,Tony Bridges,DEM,Y,NA,55,NA,183,NA,68,NA,15,NA,18,NA,339,0,339
03,Baltimore City,015-007,07,41,House of Delegates,"S. I. ""Sandy"" Rosenberg",DEM,Y,NA,48,NA,152,NA,68,NA,9,NA,14,NA,291,0,291
03,Baltimore City,015-007,07,41,House of Delegates,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-007,07,41,Judge Circuit Court,Erik Atas,JUD,Y,NA,37,NA,129,NA,50,NA,5,NA,11,NA,232,0,232
03,Baltimore City,015-007,07,41,Judge Circuit Court,Charles Mario Blomquist,JUD,Y,NA,34,NA,131,NA,51,NA,6,NA,11,NA,233,0,233
03,Baltimore City,015-007,07,41,Judge Circuit Court,Myshala E. Middleton,JUD,Y,NA,55,NA,170,NA,61,NA,17,NA,17,NA,320,0,320
03,Baltimore City,015-007,07,41,Judge Circuit Court,Barry G. Williams,JUD,Y,NA,42,NA,161,NA,57,NA,10,NA,11,NA,281,0,281
03,Baltimore City,015-007,07,41,Judge Circuit Court,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,015-007,07,41,Judge Spec Appeal at Lg,Stuart R. Berger,JUD,Y,NA,40,21,159,55,57,12,20,6,14,5,290,99,389
03,Baltimore City,015-007,07,41,Judge Spec Appeal at Lg,Terrence M. R. Zic,JUD,Y,NA,39,20,158,51,54,12,20,5,14,5,285,93,378
03,Baltimore City,015-007,07,41,State's Attorney,Ivan Bates,DEM,Y,NA,59,NA,213,NA,76,NA,26,NA,18,NA,392,0,392
03,Baltimore City,015-007,07,41,State's Attorney,Other Write-Ins,NA,NA,Y,4,NA,3,NA,0,NA,2,NA,0,NA,9,0,9
03,Baltimore City,015-007,07,41,Clerk Circuit Court,Xavier A. Conaway,DEM,Y,NA,61,NA,214,NA,76,NA,29,NA,18,NA,398,0,398
03,Baltimore City,015-007,07,41,Clerk Circuit Court,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-007,07,41,Register of Wills,Belinda K. Conaway,DEM,Y,NA,65,NA,213,NA,75,NA,29,NA,19,NA,401,0,401
03,Baltimore City,015-007,07,41,Register of Wills,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,015-007,07,41,Judge Orphans' Court,"Charles ""Chuck"" Bernstein",DEM,Y,NA,45,NA,171,NA,61,NA,19,NA,14,NA,310,0,310
03,Baltimore City,015-007,07,41,Judge Orphans' Court,Lewyn Scott Garrett,DEM,Y,NA,47,NA,172,NA,64,NA,16,NA,17,NA,316,0,316
03,Baltimore City,015-007,07,41,Judge Orphans' Court,Michele E. Loewenthal,DEM,Y,NA,45,NA,159,NA,63,NA,15,NA,15,NA,297,0,297
03,Baltimore City,015-007,07,41,Judge Orphans' Court,Other Write-Ins,NA,NA,Y,1,NA,1,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,015-007,07,41,Sheriff,Sam Cogen,DEM,Y,NA,54,NA,206,NA,72,NA,28,NA,17,NA,377,0,377
03,Baltimore City,015-007,07,41,Sheriff,Other Write-Ins,NA,NA,Y,2,NA,1,NA,1,NA,0,NA,0,NA,4,0,4
03,Baltimore City,015-007,07,41,Board of Ed at Large,April Christina Curley,NON,NA,NA,29,NA,85,NA,30,NA,7,NA,6,NA,157,0,157
03,Baltimore City,015-007,07,41,Board of Ed at Large,Ashley E. Esposito,NON,Y,NA,27,NA,77,NA,31,NA,7,NA,11,NA,153,0,153
